mandt,spras,anlkl,txk20,txk50,txt50,txa50,xltxid,operation_flag,is_deleted,recordstamp
800,Q,L3110,Prevádz.a kanc.vyb.,Prevádzkové a kancelárske vybavenie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,Q,L3510,Prevádz.a kanc.vyb.,Prevádzkové a kancelárske vybavenie,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,NLM002,Investitionsmaßnahme,Anlagen im Bau - Investitionsmaßnahmen,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,NLM001,Investitionsmaßnahme,Anlagen im Bau - Investitionsmaßnahmen,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,00004001,Investitionsmaßnahme,Anlagen im Bau - Investitionsmaßnahmen,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,N4001,Investitionsmaßnahme,Anlagen im Bau - Investitionsmaßnahmen,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,D,IN9520,Investitionsmaßnahme,AiB als Investitionsmaßnahme,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,N3000,Üzemi + irod.berend.,Üzemi és irodai berendezések,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L3410,Üzemi + irod.berend.,Üzemi és irodai berendezések,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,00003000,Üzemi + irod.berend.,Üzemi és irodai berendezések,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L3210,Üzemi + irod.berend.,Üzemi és irodai berendezések,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L3710,Üzemi + irod.berend.,Üzemi és irodai berendezések,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L3000,Üzemi + irod.berend.,Üzemi és irodai berendezések,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L3610,Üzemi + irod.berend.,Üzemi és irodai berendezések,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L3810,Üzemi + irod.berend.,Üzemi és irodai berendezések,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L3510,Üzemi + irod.berend.,Üzemi és irodai berendezések,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,H,L3110,Üzemi + irod.berend.,Üzemi és irodai berendezések,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L3610,구축물과 기계부속품,구축물과 기계부속품,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L3000,구축물과 기계부속품,구축물과 기계부속품,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L3510,구축물과 기계부속품,구축물과 기계부속품,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L3110,구축물과 기계부속품,구축물과 기계부속품,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L3710,구축물과 기계부속품,구축물과 기계부속품,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,N3000,구축물과 기계부속품,구축물과 기계부속품,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L3410,구축물과 기계부속품,구축물과 기계부속품,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L3210,구축물과 기계부속품,구축물과 기계부속품,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,00003000,구축물과 기계부속품,구축물과 기계부속품,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,3,L3810,구축물과 기계부속품,구축물과 기계부속품,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L1150,Земельные участки,Земельные участки,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L7510,Земельные участки,Земельные участки,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,00001000,Земельные участки,Земельные участки,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L1100,Земельные участки,Земельные участки,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L7400,Земельные участки,Земельные участки,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L7810,Земельные участки,Земельные участки,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L1000,Земельные участки,Земельные участки,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L7610,Земельные участки,Земельные участки,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L7710,Земельные участки,Земельные участки,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L3510,ПроизводствОборудов,Производственное и офисное оборудование,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L3210,ПроизводствОборудов,Производственное и офисное оборудование,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L3610,ПроизводствОборудов,Производственное и офисное оборудование,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L3710,ПроизводствОборудов,Производственное и офисное оборудование,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L3110,ПроизводствОборудов,Производственное и офисное оборудование,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L3810,ПроизводствОборудов,Производственное и офисное оборудование,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,N3000,ПроизводствОборудов,Производственное и офисное оборудование,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L3000,ПроизводствОборудов,Производственное и офисное оборудование,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,00003000,ПроизводствОборудов,Производственное и офисное оборудование,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,R,L3410,ПроизводствОборудов,Производственное и офисное оборудование,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L1000,อสังหาริมทรัพย์,อสังหาริมทรัพย์และสิทธิเทียบเท่ากัน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00001000,อสังหาริมทรัพย์,อสังหาริมทรัพย์และสิทธิเทียบเท่ากัน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L1100,อสังหาริมทรัพย์,อสังหาริมทรัพย์และสิทธิเทียบเท่ากัน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L7400,อสังหาริมทรัพย์,อสังหาริมทรัพย์และสิทธิเทียบเท่ากัน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L7710,อสังหาริมทรัพย์,อสังหาริมทรัพย์และสิทธิเทียบเท่ากัน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L7610,อสังหาริมทรัพย์,อสังหาริมทรัพย์และสิทธิเทียบเท่ากัน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L1150,อสังหาริมทรัพย์,อสังหาริมทรัพย์และสิทธิเทียบเท่ากัน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L7810,อสังหาริมทรัพย์,อสังหาริมทรัพย์และสิทธิเทียบเท่ากัน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L7510,อสังหาริมทรัพย์,อสังหาริมทรัพย์และสิทธิเทียบเท่ากัน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,N3000,อุปกรณ์&เครื่องใช้,อุปกรณ์และเครื่องใช้สำนักงาน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L3110,อุปกรณ์&เครื่องใช้,อุปกรณ์และเครื่องใช้สำนักงาน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L3810,อุปกรณ์&เครื่องใช้,อุปกรณ์และเครื่องใช้สำนักงาน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,00003000,อุปกรณ์&เครื่องใช้,อุปกรณ์และเครื่องใช้สำนักงาน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L3610,อุปกรณ์&เครื่องใช้,อุปกรณ์และเครื่องใช้สำนักงาน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L3510,อุปกรณ์&เครื่องใช้,อุปกรณ์และเครื่องใช้สำนักงาน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L3210,อุปกรณ์&เครื่องใช้,อุปกรณ์และเครื่องใช้สำนักงาน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L3710,อุปกรณ์&เครื่องใช้,อุปกรณ์และเครื่องใช้สำนักงาน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L3000,อุปกรณ์&เครื่องใช้,อุปกรณ์และเครื่องใช้สำนักงาน,,,,L,False,2021-07-27 03:11:23.530644+00:00
800,2,L3410,อุปกรณ์&เครื่องใช้,อุปกรณ์และเครื่องใช้สำนักงาน,,,,L,False,2021-07-27 03:11:23.530644+00:00
