mandt,spras,waers,ltext,ktext,operation_flag,is_deleted,recordstamp
200,D,LUF,Luxembourgische Franken  (alt --> EUR),Lux. Franken,L,False,2022-01-31 20:43:53.037378+00:00
250,D,LUF,Luxembourgische Franken  (alt --> EUR),Lux. Franken,L,False,2022-01-31 20:43:53.037378+00:00
000,E,MKD,Macedonian Denar,Maced. Denar,L,False,2022-01-31 20:43:53.037378+00:00
001,E,MKD,Macedonian Denar,Maced. Denar,L,False,2022-01-31 20:43:53.037378+00:00
050,E,MKD,Macedonian Denar,Maced. Denar,L,False,2022-01-31 20:43:53.037378+00:00
100,E,MKD,Macedonian Denar,Maced. Denar,L,False,2022-01-31 20:43:53.037378+00:00
200,E,MKD,Macedonian Denar,Maced. Denar,L,False,2022-01-31 20:43:53.037378+00:00
250,E,MKD,Macedonian Denar,Maced. Denar,L,False,2022-01-31 20:43:53.037378+00:00
000,E,KRW,South Korean Won,S.Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
001,E,KRW,South Korean Won,S.Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
050,E,KRW,South Korean Won,S.Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
100,E,KRW,South Korean Won,S.Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
200,E,KRW,South Korean Won,S.Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
250,E,KRW,South Korean Won,S.Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
000,D,SBD,Salomonen Dollar,Salom.Dollar,L,False,2022-01-31 20:43:53.037378+00:00
001,D,SBD,Salomonen Dollar,Salom.Dollar,L,False,2022-01-31 20:43:53.037378+00:00
050,D,SBD,Salomonen Dollar,Salom.Dollar,L,False,2022-01-31 20:43:53.037378+00:00
100,D,SBD,Salomonen Dollar,Salom.Dollar,L,False,2022-01-31 20:43:53.037378+00:00
200,D,SBD,Salomonen Dollar,Salom.Dollar,L,False,2022-01-31 20:43:53.037378+00:00
250,D,SBD,Salomonen Dollar,Salom.Dollar,L,False,2022-01-31 20:43:53.037378+00:00
000,E,SYP,Syrian Pound,Syrian Pound,L,False,2022-01-31 20:43:53.037378+00:00
001,E,SYP,Syrian Pound,Syrian Pound,L,False,2022-01-31 20:43:53.037378+00:00
050,E,SYP,Syrian Pound,Syrian Pound,L,False,2022-01-31 20:43:53.037378+00:00
100,E,SYP,Syrian Pound,Syrian Pound,L,False,2022-01-31 20:43:53.037378+00:00
200,E,SYP,Syrian Pound,Syrian Pound,L,False,2022-01-31 20:43:53.037378+00:00
250,E,SYP,Syrian Pound,Syrian Pound,L,False,2022-01-31 20:43:53.037378+00:00
000,D,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
000,E,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
001,D,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
001,E,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
050,D,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
050,E,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
100,D,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
100,E,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
200,D,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
200,E,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
250,D,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
250,E,TPE,Timor Escudo --> USD,Timor Escudo,L,False,2022-01-31 20:43:53.037378+00:00
000,D,CYP,Zypern Pfund  (alt --> EUR),Zypern Pfund,L,False,2022-01-31 20:43:53.037378+00:00
001,D,CYP,Zypern Pfund  (alt --> EUR),Zypern Pfund,L,False,2022-01-31 20:43:53.037378+00:00
050,D,CYP,Zypern Pfund  (alt --> EUR),Zypern Pfund,L,False,2022-01-31 20:43:53.037378+00:00
100,D,CYP,Zypern Pfund  (alt --> EUR),Zypern Pfund,L,False,2022-01-31 20:43:53.037378+00:00
200,D,CYP,Zypern Pfund  (alt --> EUR),Zypern Pfund,L,False,2022-01-31 20:43:53.037378+00:00
250,D,CYP,Zypern Pfund  (alt --> EUR),Zypern Pfund,L,False,2022-01-31 20:43:53.037378+00:00
000,E,AWG,Aruban Florin,Aruban Florin,L,False,2022-01-31 20:43:53.037378+00:00
001,E,AWG,Aruban Florin,Aruban Florin,L,False,2022-01-31 20:43:53.037378+00:00
050,E,AWG,Aruban Florin,Aruban Florin,L,False,2022-01-31 20:43:53.037378+00:00
100,E,AWG,Aruban Florin,Aruban Florin,L,False,2022-01-31 20:43:53.037378+00:00
200,E,AWG,Aruban Florin,Aruban Florin,L,False,2022-01-31 20:43:53.037378+00:00
250,E,AWG,Aruban Florin,Aruban Florin,L,False,2022-01-31 20:43:53.037378+00:00
000,E,AUD,Australian Dollar,Austr. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
001,E,AUD,Australian Dollar,Austr. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
050,E,AUD,Australian Dollar,Austr. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
100,E,AUD,Australian Dollar,Austr. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
200,E,AUD,Australian Dollar,Austr. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
250,E,AUD,Australian Dollar,Austr. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
000,E,BEF,Belgian Franc (Old --> EUR),Belgian Franc,L,False,2022-01-31 20:43:53.037378+00:00
001,E,BEF,Belgian Franc (Old --> EUR),Belgian Franc,L,False,2022-01-31 20:43:53.037378+00:00
050,E,BEF,Belgian Franc (Old --> EUR),Belgian Franc,L,False,2022-01-31 20:43:53.037378+00:00
100,E,BEF,Belgian Franc (Old --> EUR),Belgian Franc,L,False,2022-01-31 20:43:53.037378+00:00
200,E,BEF,Belgian Franc (Old --> EUR),Belgian Franc,L,False,2022-01-31 20:43:53.037378+00:00
250,E,BEF,Belgian Franc (Old --> EUR),Belgian Franc,L,False,2022-01-31 20:43:53.037378+00:00
000,E,VEB,Venezuelan Bolivar (Old),Bolivar (Old),L,False,2022-01-31 20:43:53.037378+00:00
001,E,VEB,Venezuelan Bolivar (Old),Bolivar (Old),L,False,2022-01-31 20:43:53.037378+00:00
050,E,VEB,Venezuelan Bolivar (Old),Bolivar (Old),L,False,2022-01-31 20:43:53.037378+00:00
100,E,VEB,Venezuelan Bolivar (Old),Bolivar (Old),L,False,2022-01-31 20:43:53.037378+00:00
200,E,VEB,Venezuelan Bolivar (Old),Bolivar (Old),L,False,2022-01-31 20:43:53.037378+00:00
250,E,VEB,Venezuelan Bolivar (Old),Bolivar (Old),L,False,2022-01-31 20:43:53.037378+00:00
000,D,VEB,Venezolanische Bolivar (alt),Bolivar (alt),L,False,2022-01-31 20:43:53.037378+00:00
001,D,VEB,Venezolanische Bolivar (alt),Bolivar (alt),L,False,2022-01-31 20:43:53.037378+00:00
050,D,VEB,Venezolanische Bolivar (alt),Bolivar (alt),L,False,2022-01-31 20:43:53.037378+00:00
100,D,VEB,Venezolanische Bolivar (alt),Bolivar (alt),L,False,2022-01-31 20:43:53.037378+00:00
200,D,VEB,Venezolanische Bolivar (alt),Bolivar (alt),L,False,2022-01-31 20:43:53.037378+00:00
250,D,VEB,Venezolanische Bolivar (alt),Bolivar (alt),L,False,2022-01-31 20:43:53.037378+00:00
000,E,BIF,Burundi Franc,Burundi Franc,L,False,2022-01-31 20:43:53.037378+00:00
001,E,BIF,Burundi Franc,Burundi Franc,L,False,2022-01-31 20:43:53.037378+00:00
050,E,BIF,Burundi Franc,Burundi Franc,L,False,2022-01-31 20:43:53.037378+00:00
100,E,BIF,Burundi Franc,Burundi Franc,L,False,2022-01-31 20:43:53.037378+00:00
200,E,BIF,Burundi Franc,Burundi Franc,L,False,2022-01-31 20:43:53.037378+00:00
250,E,BIF,Burundi Franc,Burundi Franc,L,False,2022-01-31 20:43:53.037378+00:00
000,D,BIF,Burundi Frank,Burundi Frank,L,False,2022-01-31 20:43:53.037378+00:00
001,D,BIF,Burundi Frank,Burundi Frank,L,False,2022-01-31 20:43:53.037378+00:00
050,D,BIF,Burundi Frank,Burundi Frank,L,False,2022-01-31 20:43:53.037378+00:00
100,D,BIF,Burundi Frank,Burundi Frank,L,False,2022-01-31 20:43:53.037378+00:00
200,D,BIF,Burundi Frank,Burundi Frank,L,False,2022-01-31 20:43:53.037378+00:00
250,D,BIF,Burundi Frank,Burundi Frank,L,False,2022-01-31 20:43:53.037378+00:00
000,E,KYD,Cayman Dollar,Cayman Dollar,L,False,2022-01-31 20:43:53.037378+00:00
001,E,KYD,Cayman Dollar,Cayman Dollar,L,False,2022-01-31 20:43:53.037378+00:00
050,E,KYD,Cayman Dollar,Cayman Dollar,L,False,2022-01-31 20:43:53.037378+00:00
100,E,KYD,Cayman Dollar,Cayman Dollar,L,False,2022-01-31 20:43:53.037378+00:00
200,E,KYD,Cayman Dollar,Cayman Dollar,L,False,2022-01-31 20:43:53.037378+00:00
250,E,KYD,Cayman Dollar,Cayman Dollar,L,False,2022-01-31 20:43:53.037378+00:00
000,E,KMF,Comoros Franc,Comoros Franc,L,False,2022-01-31 20:43:53.037378+00:00
001,E,KMF,Comoros Franc,Comoros Franc,L,False,2022-01-31 20:43:53.037378+00:00
050,E,KMF,Comoros Franc,Comoros Franc,L,False,2022-01-31 20:43:53.037378+00:00
100,E,KMF,Comoros Franc,Comoros Franc,L,False,2022-01-31 20:43:53.037378+00:00
200,E,KMF,Comoros Franc,Comoros Franc,L,False,2022-01-31 20:43:53.037378+00:00
250,E,KMF,Comoros Franc,Comoros Franc,L,False,2022-01-31 20:43:53.037378+00:00
000,D,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
000,E,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
001,D,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
001,E,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
050,D,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
050,E,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
100,D,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
100,E,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
200,D,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
200,E,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
250,D,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
250,E,BAM,Bosnia and Herzegovina Convertible Mark,Convert. Mark,L,False,2022-01-31 20:43:53.037378+00:00
000,F,DKK,Couronne danoise,Couronne dan.,L,False,2022-01-31 20:43:53.037378+00:00
001,F,DKK,Couronne danoise,Couronne dan.,L,False,2022-01-31 20:43:53.037378+00:00
050,F,DKK,Couronne danoise,Couronne dan.,L,False,2022-01-31 20:43:53.037378+00:00
100,F,DKK,Couronne danoise,Couronne dan.,L,False,2022-01-31 20:43:53.037378+00:00
200,F,DKK,Couronne danoise,Couronne dan.,L,False,2022-01-31 20:43:53.037378+00:00
250,F,DKK,Couronne danoise,Couronne dan.,L,False,2022-01-31 20:43:53.037378+00:00
000,F,DEM,Deutsche Mark,Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
001,F,DEM,Deutsche Mark,Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
050,F,DEM,Deutsche Mark,Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
100,F,DEM,Deutsche Mark,Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
200,F,DEM,Deutsche Mark,Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
250,F,DEM,Deutsche Mark,Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
000,D,DEM,Deutsche Mark  (alt --> EUR),Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
001,D,DEM,Deutsche Mark  (alt --> EUR),Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
050,D,DEM,Deutsche Mark  (alt --> EUR),Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
100,D,DEM,Deutsche Mark  (alt --> EUR),Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
200,D,DEM,Deutsche Mark  (alt --> EUR),Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
250,D,DEM,Deutsche Mark  (alt --> EUR),Deutsche Mark,L,False,2022-01-31 20:43:53.037378+00:00
000,D,CFP,Französischer Franc (Pazifik Inseln),F. Pac. Franc,L,False,2022-01-31 20:43:53.037378+00:00
001,D,CFP,Französischer Franc (Pazifik Inseln),F. Pac. Franc,L,False,2022-01-31 20:43:53.037378+00:00
050,D,CFP,Französischer Franc (Pazifik Inseln),F. Pac. Franc,L,False,2022-01-31 20:43:53.037378+00:00
100,D,CFP,Französischer Franc (Pazifik Inseln),F. Pac. Franc,L,False,2022-01-31 20:43:53.037378+00:00
200,D,CFP,Französischer Franc (Pazifik Inseln),F. Pac. Franc,L,False,2022-01-31 20:43:53.037378+00:00
250,D,CFP,Französischer Franc (Pazifik Inseln),F. Pac. Franc,L,False,2022-01-31 20:43:53.037378+00:00
000,D,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
000,E,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
001,D,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
001,E,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
050,D,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
050,E,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
100,D,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
100,E,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
200,D,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
200,E,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
250,D,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
250,E,GYD,Guyana Dollar,Guyana Dollar,L,False,2022-01-31 20:43:53.037378+00:00
000,D,KYD,Kaiman-Dollar,Kaiman-Dollar,L,False,2022-01-31 20:43:53.037378+00:00
001,D,KYD,Kaiman-Dollar,Kaiman-Dollar,L,False,2022-01-31 20:43:53.037378+00:00
050,D,KYD,Kaiman-Dollar,Kaiman-Dollar,L,False,2022-01-31 20:43:53.037378+00:00
100,D,KYD,Kaiman-Dollar,Kaiman-Dollar,L,False,2022-01-31 20:43:53.037378+00:00
200,D,KYD,Kaiman-Dollar,Kaiman-Dollar,L,False,2022-01-31 20:43:53.037378+00:00
250,D,KYD,Kaiman-Dollar,Kaiman-Dollar,L,False,2022-01-31 20:43:53.037378+00:00
000,D,KMF,Komoren-Frank,Komoren-Frank,L,False,2022-01-31 20:43:53.037378+00:00
001,D,KMF,Komoren-Frank,Komoren-Frank,L,False,2022-01-31 20:43:53.037378+00:00
050,D,KMF,Komoren-Frank,Komoren-Frank,L,False,2022-01-31 20:43:53.037378+00:00
100,D,KMF,Komoren-Frank,Komoren-Frank,L,False,2022-01-31 20:43:53.037378+00:00
200,D,KMF,Komoren-Frank,Komoren-Frank,L,False,2022-01-31 20:43:53.037378+00:00
250,D,KMF,Komoren-Frank,Komoren-Frank,L,False,2022-01-31 20:43:53.037378+00:00
000,D,LRD,Liberianischer Dollar,Liber. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
001,D,LRD,Liberianischer Dollar,Liber. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
050,D,LRD,Liberianischer Dollar,Liber. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
100,D,LRD,Liberianischer Dollar,Liber. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
200,D,LRD,Liberianischer Dollar,Liber. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
250,D,LRD,Liberianischer Dollar,Liber. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
000,E,MWK,Malawi Kwacha,Malawi Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
001,E,MWK,Malawi Kwacha,Malawi Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
050,E,MWK,Malawi Kwacha,Malawi Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
100,E,MWK,Malawi Kwacha,Malawi Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
200,E,MWK,Malawi Kwacha,Malawi Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
250,E,MWK,Malawi Kwacha,Malawi Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
000,D,MWK,Malawi-Kwacha,Malawi-Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
001,D,MWK,Malawi-Kwacha,Malawi-Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
050,D,MWK,Malawi-Kwacha,Malawi-Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
100,D,MWK,Malawi-Kwacha,Malawi-Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
200,D,MWK,Malawi-Kwacha,Malawi-Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
250,D,MWK,Malawi-Kwacha,Malawi-Kwacha,L,False,2022-01-31 20:43:53.037378+00:00
000,E,KPW,North Korean Won,N. Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
001,E,KPW,North Korean Won,N. Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
050,E,KPW,North Korean Won,N. Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
100,E,KPW,North Korean Won,N. Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
200,E,KPW,North Korean Won,N. Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
250,E,KPW,North Korean Won,N. Korean Won,L,False,2022-01-31 20:43:53.037378+00:00
000,D,SEK,Schwedische Kronen,Schwed.Kronen,L,False,2022-01-31 20:43:53.037378+00:00
001,D,SEK,Schwedische Kronen,Schwed.Kronen,L,False,2022-01-31 20:43:53.037378+00:00
050,D,SEK,Schwedische Kronen,Schwed.Kronen,L,False,2022-01-31 20:43:53.037378+00:00
100,D,SEK,Schwedische Kronen,Schwed.Kronen,L,False,2022-01-31 20:43:53.037378+00:00
200,D,SEK,Schwedische Kronen,Schwed.Kronen,L,False,2022-01-31 20:43:53.037378+00:00
250,D,SEK,Schwedische Kronen,Schwed.Kronen,L,False,2022-01-31 20:43:53.037378+00:00
000,E,RSD,Serbian Dinar,Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
001,E,RSD,Serbian Dinar,Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
050,E,RSD,Serbian Dinar,Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
100,E,RSD,Serbian Dinar,Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
200,E,RSD,Serbian Dinar,Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
250,E,RSD,Serbian Dinar,Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
000,E,CSD,Serbian Dinar (Old),Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
001,E,CSD,Serbian Dinar (Old),Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
050,E,CSD,Serbian Dinar (Old),Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
100,E,CSD,Serbian Dinar (Old),Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
200,E,CSD,Serbian Dinar (Old),Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
250,E,CSD,Serbian Dinar (Old),Serbian Dinar,L,False,2022-01-31 20:43:53.037378+00:00
000,E,SEK,Swedish Krona,Swedish Krona,L,False,2022-01-31 20:43:53.037378+00:00
001,E,SEK,Swedish Krona,Swedish Krona,L,False,2022-01-31 20:43:53.037378+00:00
050,E,SEK,Swedish Krona,Swedish Krona,L,False,2022-01-31 20:43:53.037378+00:00
100,E,SEK,Swedish Krona,Swedish Krona,L,False,2022-01-31 20:43:53.037378+00:00
200,E,SEK,Swedish Krona,Swedish Krona,L,False,2022-01-31 20:43:53.037378+00:00
250,E,SEK,Swedish Krona,Swedish Krona,L,False,2022-01-31 20:43:53.037378+00:00
000,D,TTD,Trinidad-u. Tobago-Dollar,T-u.T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
001,D,TTD,Trinidad-u. Tobago-Dollar,T-u.T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
050,D,TTD,Trinidad-u. Tobago-Dollar,T-u.T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
100,D,TTD,Trinidad-u. Tobago-Dollar,T-u.T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
200,D,TTD,Trinidad-u. Tobago-Dollar,T-u.T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
250,D,TTD,Trinidad-u. Tobago-Dollar,T-u.T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
000,E,TTD,Trinidad and Tobago Dollar,T.+ T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
001,E,TTD,Trinidad and Tobago Dollar,T.+ T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
050,E,TTD,Trinidad and Tobago Dollar,T.+ T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
100,E,TTD,Trinidad and Tobago Dollar,T.+ T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
200,E,TTD,Trinidad and Tobago Dollar,T.+ T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
250,E,TTD,Trinidad and Tobago Dollar,T.+ T. Dollar,L,False,2022-01-31 20:43:53.037378+00:00
000,E,ANG,West Indian Guilder,W.Ind.Guilder,L,False,2022-01-31 20:43:53.037378+00:00
001,E,ANG,West Indian Guilder,W.Ind.Guilder,L,False,2022-01-31 20:43:53.037378+00:00
050,E,ANG,West Indian Guilder,W.Ind.Guilder,L,False,2022-01-31 20:43:53.037378+00:00
100,E,ANG,West Indian Guilder,W.Ind.Guilder,L,False,2022-01-31 20:43:53.037378+00:00
200,E,ANG,West Indian Guilder,W.Ind.Guilder,L,False,2022-01-31 20:43:53.037378+00:00
250,E,ANG,West Indian Guilder,W.Ind.Guilder,L,False,2022-01-31 20:43:53.037378+00:00
000,E,RMB,Chinese Yuan Renminbi,Yuan Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
001,E,RMB,Chinese Yuan Renminbi,Yuan Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
050,E,RMB,Chinese Yuan Renminbi,Yuan Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
100,E,RMB,Chinese Yuan Renminbi,Yuan Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
200,E,RMB,Chinese Yuan Renminbi,Yuan Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
250,E,RMB,Chinese Yuan Renminbi,Yuan Renminbi,L,False,2022-01-31 20:43:53.037378+00:00
000,E,BYB,Belarusian Ruble (Old),Belarus. Ruble,L,False,2022-01-31 20:43:53.037378+00:00
001,E,BYB,Belarusian Ruble (Old),Belarus. Ruble,L,False,2022-01-31 20:43:53.037378+00:00
050,E,BYB,Belarusian Ruble (Old),Belarus. Ruble,L,False,2022-01-31 20:43:53.037378+00:00
100,E,BYB,Belarusian Ruble (Old),Belarus. Ruble,L,False,2022-01-31 20:43:53.037378+00:00
200,E,BYB,Belarusian Ruble (Old),Belarus. Ruble,L,False,2022-01-31 20:43:53.037378+00:00
250,E,BYB,Belarusian Ruble (Old),Belarus. Ruble,L,False,2022-01-31 20:43:53.037378+00:00
000,D,XAF,CFA Franc  BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
001,D,XAF,CFA Franc  BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
050,D,XAF,CFA Franc  BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
100,D,XAF,CFA Franc  BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
200,D,XAF,CFA Franc  BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
250,D,XAF,CFA Franc  BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
000,E,XAF,Gabon CFA Franc BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
001,E,XAF,Gabon CFA Franc BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
050,E,XAF,Gabon CFA Franc BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
100,E,XAF,Gabon CFA Franc BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
200,E,XAF,Gabon CFA Franc BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
250,E,XAF,Gabon CFA Franc BEAC,CFA Franc BEAC,L,False,2022-01-31 20:43:53.037378+00:00
000,F,NOK,Couronne norvégienne,Couronne norv.,L,False,2022-01-31 20:43:53.037378+00:00
001,F,NOK,Couronne norvégienne,Couronne norv.,L,False,2022-01-31 20:43:53.037378+00:00
050,F,NOK,Couronne norvégienne,Couronne norv.,L,False,2022-01-31 20:43:53.037378+00:00
100,F,NOK,Couronne norvégienne,Couronne norv.,L,False,2022-01-31 20:43:53.037378+00:00
200,F,NOK,Couronne norvégienne,Couronne norv.,L,False,2022-01-31 20:43:53.037378+00:00
250,F,NOK,Couronne norvégienne,Couronne norv.,L,False,2022-01-31 20:43:53.037378+00:00
000,E,DJF,Djibouti Franc,Djibouti Franc,L,False,2022-01-31 20:43:53.037378+00:00
001,E,DJF,Djibouti Franc,Djibouti Franc,L,False,2022-01-31 20:43:53.037378+00:00
050,E,DJF,Djibouti Franc,Djibouti Franc,L,False,2022-01-31 20:43:53.037378+00:00
100,E,DJF,Djibouti Franc,Djibouti Franc,L,False,2022-01-31 20:43:53.037378+00:00
200,E,DJF,Djibouti Franc,Djibouti Franc,L,False,2022-01-31 20:43:53.037378+00:00
250,E,DJF,Djibouti Franc,Djibouti Franc,L,False,2022-01-31 20:43:53.037378+00:00
000,E,DOP,Dominican Peso,Dominican Peso,L,False,2022-01-31 20:43:53.037378+00:00
001,E,DOP,Dominican Peso,Dominican Peso,L,False,2022-01-31 20:43:53.037378+00:00
050,E,DOP,Dominican Peso,Dominican Peso,L,False,2022-01-31 20:43:53.037378+00:00
100,E,DOP,Dominican Peso,Dominican Peso,L,False,2022-01-31 20:43:53.037378+00:00
200,E,DOP,Dominican Peso,Dominican Peso,L,False,2022-01-31 20:43:53.037378+00:00
