mandt,land1,landk,lnplz,prplz,addrs,xplzs,xplpf,spras,xland,xaddr,nmfmt,xregs,xplst,intca,intca3,intcn3,xegld,xskfn,xmwsn,lnbkn,prbkn,lnblz,prblz,lnpsk,prpsk,xprbk,bnkey,lnbks,prbks,xprso,pruin,uinln,lnst1,prst1,lnst2,prst2,lnst3,prst3,lnst4,prst4,lnst5,prst5,landd,kalsm,landa,wechf,lkvrz,intcn,xdezp,datfm,curin,curha,waers,kurst,afapl,gwgwrt,umrwrt,kzrbwb,xanzum,ctnconcept,kzsrv,xxinve,xgccv,sureg,landgrp_vp,operation_flag,is_deleted,recordstamp
000,AD,AND,,,,X,,S,,X,,,,AD,AND,020,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,123,,043,,ANDORR,,,3,,,ADP,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,AD,AND,,,,X,,S,,X,,,,AD,AND,020,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,123,,043,,ANDORR,,,3,,,ADP,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,AD,AND,,,,X,,S,,X,,,,AD,AND,020,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,123,,043,,ANDORR,,,3,,,ADP,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,AD,AND,,,,X,,S,,X,,,,AD,AND,020,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,123,,043,,ANDORR,,,3,,,ADP,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,AD,AND,,,,X,,S,,X,,,,AD,AND,020,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,123,,043,,ANDORR,,,3,,,ADP,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,AD,AND,,,,X,,S,,X,,,,AD,AND,020,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,123,,043,,ANDORR,,,3,,,ADP,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,AD,AND,,,,X,,S,,X,,,,AD,AND,020,,,,,,15,5,,,,1,,,,,,,,,,,,,,,,123,,043,,ANDORR,,,3,,,ADP,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
000,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
000,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
000,NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
000,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
000,UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UN,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UN,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UN,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UN,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UN,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UN,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
100,BL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BL,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
100,EU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EU,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
100,NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
100,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OR,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
100,UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UN,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,BT,BHT,,,,X,,,,X,,,,BT,BTN,064,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,675,,BHUTAN,,,,,,BTN,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,BT,BHT,,,,X,,,,X,,,,BT,BTN,064,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,675,,BHUTAN,,,,,,BTN,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,BT,BHT,,,,X,,,,X,,,,BT,BTN,064,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,675,,BHUTAN,,,,,,BTN,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,BT,BHT,,,,X,,,,X,,,,BT,BTN,064,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,675,,BHUTAN,,,,,,BTN,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,BT,BHT,,,,X,,,,X,,,,BT,BTN,064,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,675,,BHUTAN,,,,,,BTN,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,BT,BHT,,,,X,,,,X,,,,BT,BTN,064,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,675,,BHUTAN,,,,,,BTN,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,BT,BHT,,,,X,,,,X,,,,BT,BTN,064,,,,,,,,,,,,,,,,,,,,,,,,,,,426,,675,,BHUTAN,,,,,,BTN,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,BN,BRU,,,,X,,7,,X,,,,BN,BRN,096,,,,,,,,,,,,,,,,,,,,,,,,,,,429,,703,,BRUNEI,,,,,,BND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,BN,BRU,,,,X,,7,,X,,,,BN,BRN,096,,,,,,,,,,,,,,,,,,,,,,,,,,,429,,703,,BRUNEI,,,,,,BND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,BN,BRU,,,,X,,7,,X,,,,BN,BRN,096,,,,,,,,,,,,,,,,,,,,,,,,,,,429,,703,,BRUNEI,,,,,,BND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,BN,BRU,,,,X,,7,,X,,,,BN,BRN,096,,,,,,,,,,,,,,,,,,,,,,,,,,,429,,703,,BRUNEI,,,,,,BND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,BN,BRU,,,,X,,7,,X,,,,BN,BRN,096,,,,,,,,,,,,,,,,,,,,,,,,,,,429,,703,,BRUNEI,,,,,,BND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,BN,BRU,,,,X,,7,,X,,,,BN,BRN,096,,,,,,,,,,,,,,,,,,,,,,,,,,,429,,703,,BRUNEI,,,,,,BND,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,BN,BRU,,,,X,,7,,X,,,,BN,BRN,096,,,,,,,,,,,,,,,,,,,,,,,,,,,429,,703,,BRUNEI,,,,,,BND,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,CN,CHI,06,4,022,X,,1,X,X,,,,CN,CHN,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,CN,CHI,06,4,022,X,,1,X,X,,,,CN,CHN,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,CN,CHI,06,4,022,X,,1,X,X,,,,CN,CHN,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,CN,CHI,06,4,022,X,,1,X,X,,,,CN,CHN,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,CN,CHI,06,4,022,X,,1,X,X,,,,CN,CHN,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,CN,CHI,06,4,022,X,,1,X,X,,,,CN,CHN,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,CN,CHI,06,4,022,X,,1,X,X,,,,CN,CHN,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,CG,RCB,,,,X,,F,,X,,,,CG,COG,178,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,CG,RCB,,,,X,,F,,X,,,,CG,COG,178,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,CG,RCB,,,,X,,F,,X,,,,CG,COG,178,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,CG,RCB,,,,X,,F,,X,,,,CG,COG,178,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,CG,RCB,,,,X,,F,,X,,,,CG,COG,178,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,CG,RCB,,,,X,,F,,X,,,,CG,COG,178,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,CG,RCB,,,,X,,F,,X,,,,CG,COG,178,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,318,,KONGO,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,CD,RCB,,,,,,F,,X,,,,CD,COD,180,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,CD,RCB,,,,,,F,,X,,,,CD,COD,180,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,CD,RCB,,,,,,F,,X,,,,CD,COD,180,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,CD,RCB,,,,,,F,,X,,,,CD,COD,180,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,CD,RCB,,,,,,F,,X,,,,CD,COD,180,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,CD,RCB,,,,,,F,,X,,,,CD,COD,180,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,318,,KONGO,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,CD,RCB,,,,,,F,,X,,,,CD,COD,180,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,318,,KONGO,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,GS,,,,,,,E,,X,,,,GS,SGS,239,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,SANDWIC,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,GS,,,,,,,E,,X,,,,GS,SGS,239,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,SANDWIC,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,GS,,,,,,,E,,X,,,,GS,SGS,239,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,SANDWIC,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,GS,,,,,,,E,,X,,,,GS,SGS,239,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,SANDWIC,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,GS,,,,,,,E,,X,,,,GS,SGS,239,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,SANDWIC,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,GS,,,,,,,E,,X,,,,GS,SGS,239,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,SANDWIC,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,GS,,,,,,,E,,X,,,,GS,SGS,239,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,,SANDWIC,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,AX,,,,,,,U,,X,,,,AX,ALA,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,AX,,,,,,,U,,X,,,,AX,ALA,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,AX,,,,,,,U,,X,,,,AX,ALA,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,AX,,,,,,,U,,X,,,,AX,ALA,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,AX,,,,,,,U,,X,,,,AX,ALA,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,AX,,,,,,,U,,X,,,,AX,ALA,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,AX,,,,,,,U,,X,,,,AX,ALA,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,TF,,,,,,,F,,X,,,,TF,ATF,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,EUR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,TF,,,,,,,F,,X,,,,TF,ATF,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,EUR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,TF,,,,,,,F,,X,,,,TF,ATF,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,EUR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,TF,,,,,,,F,,X,,,,TF,ATF,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,EUR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,TF,,,,,,,F,,X,,,,TF,ATF,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,EUR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,TF,,,,,,,F,,X,,,,TF,ATF,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,EUR,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,TF,,,,,,,F,,X,,,,TF,ATF,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,EUR,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,PS,,,,,,,A,,X,,,,PS,PSE,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,PS,,,,,,,A,,X,,,,PS,PSE,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,PS,,,,,,,A,,X,,,,PS,PSE,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,PS,,,,,,,A,,X,,,,PS,PSE,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,PS,,,,,,,A,,X,,,,PS,PSE,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,PS,,,,,,,A,,X,,,,PS,PSE,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,PS,,,,,,,A,,X,,,,PS,PSE,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,ME,MNE,05,4,,,,,,X,,,,ME,MNE,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,ME,MNE,05,4,,,,,,X,,,,ME,MNE,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,ME,MNE,05,4,,,,,,X,,,,ME,MNE,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,ME,MNE,05,4,,,,,,X,,,,ME,MNE,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,ME,MNE,05,4,,,,,,X,,,,ME,MNE,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,ME,MNE,05,4,,,,,,X,,,,ME,MNE,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,ME,MNE,05,4,,,,,,X,,,,ME,MNE,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,CW,,,,,X,,N,,X,,,,CW,CUW,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,CW,,,,,X,,N,,X,,,,CW,CUW,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,CW,,,,,X,,N,,X,,,,CW,CUW,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,CW,,,,,X,,N,,X,,,,CW,CUW,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,CW,,,,,X,,N,,X,,,,CW,CUW,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
250,CW,,,,,X,,N,,X,,,,CW,CUW,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,CW,,,,,X,,N,,X,,,,CW,CUW,531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2022-04-21 15:05:19.043008+00:00
000,SX,NL,,,,X,,N,,X,,,,SX,SXM,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
001,SX,NL,,,,X,,N,,X,,,,SX,SXM,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
050,SX,NL,,,,X,,N,,X,,,,SX,SXM,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
100,SX,NL,,,,X,,N,,X,,,,SX,SXM,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
200,SX,NL,,,,X,,N,,X,,,,SX,SXM,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,False,2022-01-31 20:43:38.378205+00:00
