mandt,land1,landk,lnplz,prplz,addrs,xplzs,xplpf,spras,xland,xaddr,nmfmt,xregs,xplst,intca,intca3,intcn3,xegld,xskfn,xmwsn,lnbkn,prbkn,lnblz,prblz,lnpsk,prpsk,xprbk,bnkey,lnbks,prbks,xprso,pruin,uinln,lnst1,prst1,lnst2,prst2,lnst3,prst3,lnst4,prst4,lnst5,prst5,landd,kalsm,landa,wechf,lkvrz,intcn,xdezp,datfm,curin,curha,waers,kurst,afapl,gwgwrt,umrwrt,kzrbwb,xanzum,ctnconcept,kzsrv,xxinve,xgccv,sureg,landgrp_vp,operation_flag,is_deleted,recordstamp
800,ZR,ZR,00,,,,,,,,,,,ZR,ZAR,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,246,,322,000,ZAIRE,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,RW,RWA,00,,,,,,,,,,,RW,RWA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,265,,324,000,RUANDA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,RW,RWA,00,,,,,,,,,,,RW,RWA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,265,,324,000,RUANDA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,ET,ETH,00,,,,,,,,,,,ET,ETH,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,225,,334,000,AETHIO,000,,1,,USD,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,ET,ETH,00,,,,,,,,,,,ET,ETH,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,225,,334,000,AETHIO,000,,1,,USD,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,SO,SP,00,,,,,,,,,,,SO,SOM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,273,,342,000,SOMALI,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,SO,SP,00,,,,,,,,,,,SO,SOM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,273,,342,000,SOMALI,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,KE,EAK,00,,,,,,,,,,,KE,KEN,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,243,,346,000,KENIA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,KE,EAK,00,,,,,,,,,,,KE,KEN,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,243,,346,000,KENIA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,UG,EAU,00,,,,,,,,,,,UG,UGA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,286,,350,000,UGANDA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,UG,EAU,00,,,,,,,,,,,UG,UGA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,286,,350,000,UGANDA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,TZ,EAT,00,,,,,,,,,,,TZ,TZA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,282,,352,000,TANSAN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,TZ,EAT,00,,,,,,,,,,,TZ,TZA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,282,,352,000,TANSAN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,SC,SY,00,,,,,,,,,,,SC,SYC,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,271,,355,000,SESCH,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,SC,SY,00,,,,,,,,,,,SC,SYC,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,271,,355,000,SESCH,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,MU,MS,00,,,,,,,,,,,MU,MUS,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,253,,373,000,MAURIT,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,MU,MS,00,,,,,,,,,,,MU,MUS,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,253,,373,000,MAURIT,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,ZM,Z,00,,,,,,,,,,,ZM,ZMB,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,257,,378,000,SAMBIA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,ZM,Z,00,,,,,,,,,,,ZM,ZMB,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,257,,378,000,SAMBIA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,MW,MW,00,,,,,,,,,,,MW,MWI,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,256,,386,000,MALAWI,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,MW,MW,00,,,,,,,,,,,MW,MWI,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,256,,386,000,MALAWI,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,SZ,SD,00,,,,,,,,,,,SZ,SWZ,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,281,,393,000,SWASI,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,SZ,SD,00,,,,,,,,,,,SZ,SWZ,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,281,,393,000,SWASI,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,LS,LS,03,4,,,,,,,,,,LS,LSO,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,226,,395,000,LESOTH,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,LS,LS,03,4,,,,,,,,,,LS,LSO,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,226,,395,000,LESOTH,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,GT,GCA,00,,,,,,,,,,,GT,GTM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,345,,416,000,GUATEM,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,GT,GCA,00,,,,,,,,,,,GT,GTM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,345,,416,000,GUATEM,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,HN,BH,00,,,,,,,,,,,HN,HND,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,347,,424,000,HONDUR,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,HN,BH,00,,,,,,,,,,,HN,HND,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,347,,424,000,HONDUR,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,SV,ES,00,,,,,,,,,,,SV,SLV,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,337,,428,000,ELSAL,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,SV,ES,00,,,,,,,,,,,SV,SLV,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,337,,428,000,ELSAL,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,NI,NIC,00,,,,,,,,,,,NI,NIC,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,354,,432,000,NICARA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,NI,NIC,00,,,,,,,,,,,NI,NIC,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,354,,432,000,NICARA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,PA,PA,00,,,,,,,,,,,PA,PAN,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,357,,442,000,PANAMA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,PA,PA,00,,,,,,,,,,,PA,PAN,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,357,,442,000,PANAMA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,AI,,00,,,,,,,,,,,AI,AIA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,998,,446,000,ANGUIL,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,AI,,00,,,,,,,,,,,AI,AIA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,998,,446,000,ANGUIL,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,CU,C,00,,,,,,,,,,,CU,CUB,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,351,,448,000,KUBA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,CU,C,00,,,,,,,,,,,CU,CUB,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,351,,448,000,KUBA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,DO,DOM,00,,,,,,,,,,,DO,DOM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,335,,456,000,DOMRP,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,DO,DOM,00,,,,,,,,,,,DO,DOM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,335,,456,000,DOMRP,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,AG,ANT,00,,,,,,,,,,,AG,ATG,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,320,,459,000,ANTIGU,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,AG,ANT,00,,,,,,,,,,,AG,ATG,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,320,,459,000,ANTIGU,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,JM,JA,00,,,,,E,,,,,,JM,JAM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,355,,464,000,JAMAIK,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,JM,JA,00,,,,,E,,,,,,JM,JAM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,355,,464,000,JAMAIK,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,VC,WV,00,,,,,,,,,,,VC,VCT,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,369,,467,000,VINCEN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,VC,WV,00,,,,,,,,,,,VC,VCT,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,369,,467,000,VINCEN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,TT,TT,00,,,,,E,,,,,,TT,TTO,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,371,,472,000,TRINID,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,TT,TT,00,,,,,E,,,,,,TT,TTO,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,371,,472,000,TRINID,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,AN,NA,00,,,,,N,,,,,,AN,ANT,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,148,,478,000,NLANT,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,AN,NA,00,,,,,N,,,,,,AN,ANT,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,148,,478,000,NLANT,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,GY,GUY,00,,,,,,,,,,,GY,GUY,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,328,,488,000,GUYANA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,GY,GUY,00,,,,,,,,,,,GY,GUY,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,328,,488,000,GUYANA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,SR,SME,00,,,,,,,,,,,SR,SUR,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,364,,492,000,SURIN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,SR,SME,00,,,,,,,,,,,SR,SUR,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,364,,492,000,SURIN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,EC,EC,00,,,,,,,,,,,EC,ECU,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,336,,500,000,ECUAD,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,EC,EC,00,,,,,,,,,,,EC,ECU,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,336,,500,000,ECUAD,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,PY,PY,00,,,,,,,,,,,PY,PRY,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,359,,520,000,PARAGU,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,PY,PY,00,,,,,,,,,,,PY,PRY,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,359,,520,000,PARAGU,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,UY,U,00,,,,,S,,,,,,UY,URY,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,365,,524,000,URUGU,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,UY,U,00,,,,,S,,,,,,UY,URY,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,365,,524,000,URUGU,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,CY,CY,03,4,,,,,,,,,,CY,CYP,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,181,,600,000,ZYPERN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,CY,CY,03,4,,,,,,,,,,CY,CYP,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,181,,600,000,ZYPERN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,SY,SYR,00,,,,,,,,,,,SY,SYR,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,475,,608,000,SYRIEN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,SY,SYR,00,,,,,,,,,,,SY,SYR,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,475,,608,000,SYRIEN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,IQ,IRQ,00,,,,,,,,,,,IQ,IRQ,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,438,,612,000,IRAK,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,IQ,IRQ,00,,,,,,,,,,,IQ,IRQ,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,438,,612,000,IRAK,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,IR,IR,05,4,,,,,,,,,,IR,IRN,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,439,,616,000,IRAN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,IR,IR,05,4,,,,,,,,,,IR,IRN,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,439,,616,000,IRAN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,IL,IL,05,,,,,,,,,,,IL,ISR,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,441,,624,000,ISRAEL,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,IL,IL,05,,,,,,,,,,,IL,ISR,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,441,,624,000,ISRAEL,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,JO,HKJ,00,,,,,,,,,,,JO,JOR,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,445,,628,000,JORDAN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,JO,HKJ,00,,,,,,,,,,,JO,JOR,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,445,,628,000,JORDAN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,KW,KWT,05,4,,,,,,,,,,KW,KWT,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,448,,636,000,KUWAIT,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,KW,KWT,05,4,,,,,,,,,,KW,KWT,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,448,,636,000,KUWAIT,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,AE,ET,00,,,,,,,,,,,AE,ARE,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,469,TAXAE,647,000,AEMIR,000,,1,,AED,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,AE,ET,00,,,,,,,,,,,AE,ARE,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,469,TAXAE,647,000,AEMIR,000,,1,,AED,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,YE,ADN,00,,,,,,,,,,,YE,YEM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,421,,653,000,JEMEN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,YE,ADN,00,,,,,,,,,,,YE,YEM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,421,,653,000,JEMEN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,AF,AFG,00,,,,,,,,,,,AF,AFG,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,423,,660,000,AFGHAN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,AF,AFG,00,,,,,,,,,,,AF,AFG,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,423,,660,000,AFGHAN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,PK,PAK,00,,,,,,,,,,,PK,PAK,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,461,,662,000,PAKIST,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,PK,PAK,00,,,,,,,,,,,PK,PAK,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,461,,662,000,PAKIST,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,IN,IND,06,4,,,,,,,,,,IN,IND,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,436,ZTAXIN,664,000,INDIEN,000,,1,,,INR,,,5000.000000000,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,IN,IND,06,4,,,,,,,,,,IN,IND,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,436,ZTAXIN,664,000,INDIEN,000,,1,,,INR,,,5000.000000000,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,TH,T,05,4,,,,,,,,,,TH,THA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,476,TAXUSX,680,000,THAIL,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,TH,T,05,4,,,,,,,,,,TH,THA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,476,TAXUSX,680,000,THAIL,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,LA,LAO,00,,,,,,,,,,,LA,LAO,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,449,,684,000,LAOS,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,LA,LAO,00,,,,,,,,,,,LA,LAO,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,449,,684,000,LAOS,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,VN,VN,05,4,,,,,,,,,,VN,VNM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,432,,690,000,VIETN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,VN,VN,05,4,,,,,,,,,,VN,VNM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,432,,690,000,VIETN,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,KH,K,00,,,,,,,,,,,KH,KHM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,446,,696,000,KAMBOD,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,KH,K,00,,,,,,,,,,,KH,KHM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,446,,696,000,KAMBOD,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,MY,MAL,05,4,010,,,E,,X,,,,MY,MYS,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,482,TAXMY,701,000,MALAYS,000,,1,MYR,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,MY,MAL,05,4,010,,,E,,X,,,,MY,MYS,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,482,TAXMY,701,000,MALAYS,000,,1,MYR,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,PH,PI,04,4,,,,E,,X,,,,PH,PHL,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,462,,708,000,PHILS.,000,,1,,,PHP,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,PH,PI,04,4,,,,E,,X,,,,PH,PHL,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,462,,708,000,PHILS.,000,,1,,,PHP,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,HK,HK,00,,,,,,,,,,,HK,HKG,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,998,,740,000,HONGK,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,HK,HK,00,,,,,,,,,,,HK,HKG,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,998,,740,000,HONGK,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,NZ,NZ,04,4,,,,E,,,,,,NZ,NZL,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,536,TAXNZ,804,000,NEUSEE,000,,1,,USD,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,NZ,NZ,04,4,,,,E,,,,,,NZ,NZL,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,536,TAXNZ,804,000,NEUSEE,000,,1,,USD,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,FJ,FJI,00,,,,,,,,,,,FJ,FJI,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,526,,815,000,FIDSCH,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,FJ,FJI,00,,,,,,,,,,,FJ,FJI,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,526,,815,000,FIDSCH,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,WS,WS,00,,,,,E,,,,,,WS,WSM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,543,,819,000,WSAMOA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,WS,WS,00,,,,,E,,,,,,WS,WSM,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,543,,819,000,WSAMOA,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
200,AQ,,00,,,,,,,,,,,AQ,ATA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,998,,890,000,POLAR,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
800,AQ,,00,,,,,,,,,,,AQ,ATA,000,,,,00,,15,5,00,,,4,11,1,,,00,00,,00,,00,,00,,00,,998,,890,000,POLAR,000,,1,,,,,,,,,,,,,,,,I,False,2021-04-16 01:21:55.218492+00:00
