mandt,spras,mtart,mtbez,operation_flag,is_deleted,recordstamp
800,O,CH00,CH kontraktsadmin.,L,False,2021-08-06 04:10:50.356760+00:00
800,O,FGTR,Drikkevarer,L,False,2021-08-06 04:10:50.356760+00:00
800,O,FRIP,Ferskvarer,L,False,2021-08-06 04:10:50.356760+00:00
800,O,ERSA,Reservedeler,L,False,2021-08-06 04:10:50.356760+00:00
800,O,LEER,Tomgods,L,False,2021-08-06 04:10:50.356760+00:00
800,O,WERT,Verdimaterial,L,False,2021-08-06 04:10:50.356760+00:00
800,O,ROH,Råstoff,L,False,2021-08-06 04:10:50.356760+00:00
800,O,INTR,Fiktivt material,L,False,2021-08-06 04:10:50.356760+00:00
800,O,KMAT,Konfigurerbart material,L,False,2021-08-06 04:10:50.356760+00:00
800,O,CONT,Kanban-beholder,L,False,2021-08-06 04:10:50.356760+00:00
800,O,MODE,Motevarer(sesongbetinget),L,False,2021-08-06 04:10:50.356760+00:00
800,O,VKHM,Salgshjelpemiddel,L,False,2021-08-06 04:10:50.356760+00:00
800,O,AEM,Handelsvare,L,False,2021-08-06 04:10:50.356760+00:00
800,O,ABF,Avfall,L,False,2021-08-06 04:10:50.356760+00:00
800,O,DOCU,Halvfabrikat,L,False,2021-08-06 04:10:50.356760+00:00
800,O,PROC,Prosessmaterial,L,False,2021-08-06 04:10:50.356760+00:00
800,O,HERS,Produsentkomponent,L,False,2021-08-06 04:10:50.356760+00:00
800,O,NLAG,Ikke lagerført material,L,False,2021-08-06 04:10:50.356760+00:00
800,O,ZPKG,Emballasje,L,False,2021-08-06 04:10:50.356760+00:00
800,O,BLG,Tomgods,L,False,2021-08-06 04:10:50.356760+00:00
800,O,CBAU,Komponent,L,False,2021-08-06 04:10:50.356760+00:00
800,O,HIBE,Hjelpe-/driftsmaterial,L,False,2021-08-06 04:10:50.356760+00:00
800,O,ZIEN,Tjeneste,L,False,2021-08-06 04:10:50.356760+00:00
800,O,ZMDG,Ferdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,O,COUP,Kupong,L,False,2021-08-06 04:10:50.356760+00:00
800,O,MPO,Mat.planleggingsobjekt,L,False,2021-08-06 04:10:50.356760+00:00
800,O,LEIH,Mat. for returemballasje,L,False,2021-08-06 04:10:50.356760+00:00
800,O,PLM,Ferdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,O,WERB,Reklamemedium,L,False,2021-08-06 04:10:50.356760+00:00
800,O,ZTTP,Ferdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,O,NOF1,Ikke matvarer,L,False,2021-08-06 04:10:50.356760+00:00
800,O,IBAU,Vedlikeholdsmodul,L,False,2021-08-06 04:10:50.356760+00:00
800,O,FHMI,Produksjonshjelpemidler,L,False,2021-08-06 04:10:50.356760+00:00
800,O,ZPCT,Ferdigvare,L,False,2021-08-06 04:10:50.356760+00:00
800,O,UNBW,Ikke vurdert material,L,False,2021-08-06 04:10:50.356760+00:00
800,O,BLGA,Tomgods,L,False,2021-08-06 04:10:50.356760+00:00
800,O,LGUT,Tomgods - varestyring,L,False,2021-08-06 04:10:50.356760+00:00
800,O,VOLL,Fullgods,L,False,2021-08-06 04:10:50.356760+00:00
800,P,COMP,"Componentes, compr.exced.",L,False,2021-08-06 04:10:50.356760+00:00
800,P,DOCU,Produto semi-acabado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,EPA,Pacote do equipamento,L,False,2021-08-06 04:10:50.356760+00:00
800,P,HAWA,Produtos comercializáveis,L,False,2021-08-06 04:10:50.356760+00:00
800,P,FERT,Produto acabado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,BLGA,Vasilhame,L,False,2021-08-06 04:10:50.356760+00:00
800,P,COUP,Cupom,L,False,2021-08-06 04:10:50.356760+00:00
800,P,DIEN,Prestação de serviços,L,False,2021-08-06 04:10:50.356760+00:00
800,P,LGUT,Vasilhame admin.mercad.,L,False,2021-08-06 04:10:50.356760+00:00
800,P,IBAU,Conjunto de manutenção,L,False,2021-08-06 04:10:50.356760+00:00
800,P,VKHM,Meio auxiliar de vendas,L,False,2021-08-06 04:10:50.356760+00:00
800,P,MSFT,Produto acabado - amostra,L,False,2021-08-06 04:10:50.356760+00:00
800,P,VERP,Embalagem,L,False,2021-08-06 04:10:50.356760+00:00
800,P,KMAT,Material configurável,L,False,2021-08-06 04:10:50.356760+00:00
800,P,PROC,Material de processo,L,False,2021-08-06 04:10:50.356760+00:00
800,P,ZIEN,Prestação de serviços,L,False,2021-08-06 04:10:50.356760+00:00
800,P,MODE,Moda (sazonal),L,False,2021-08-06 04:10:50.356760+00:00
800,P,ABF,Resíduo,L,False,2021-08-06 04:10:50.356760+00:00
800,P,AEM,Produtos comercializáveis,L,False,2021-08-06 04:10:50.356760+00:00
800,P,1000,Produção interna,L,False,2021-08-06 04:10:50.356760+00:00
800,P,SEMI,Produto semi-acabado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,HALB,Produto semi-acabado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,PLM,Produto acabado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,ROH,Matéria-prima,L,False,2021-08-06 04:10:50.356760+00:00
800,P,FGTR,Bebidas,L,False,2021-08-06 04:10:50.356760+00:00
800,P,FHMI,Meio auxiliar de produção,L,False,2021-08-06 04:10:50.356760+00:00
800,P,PLAN,Prod.comercial (planej.),L,False,2021-08-06 04:10:50.356760+00:00
800,P,ZSER,SP: prestação de serviços,L,False,2021-08-06 04:10:50.356760+00:00
800,P,VOLL,Produto completo,L,False,2021-08-06 04:10:50.356760+00:00
800,P,200,Produto semi-acabado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,NLAG,Material não estocável,L,False,2021-08-06 04:10:50.356760+00:00
800,P,PIPE,Material pipeline,L,False,2021-08-06 04:10:50.356760+00:00
800,P,WETT,Produto concorrente M.,L,False,2021-08-06 04:10:50.356760+00:00
800,P,100,Material comprado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,PROD,Grupo de produtos,L,False,2021-08-06 04:10:50.356760+00:00
800,P,HIBE,Mat.aux./de consumo,L,False,2021-08-06 04:10:50.356760+00:00
800,P,YCON,Material configurável MPW,L,False,2021-08-06 04:10:50.356760+00:00
800,P,UNBW,Material não avaliado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,LEER,Vasilhame,L,False,2021-08-06 04:10:50.356760+00:00
800,P,ZHT1,Produto acabado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,CONT,Recipiente KANBAN,L,False,2021-08-06 04:10:50.356760+00:00
800,P,ZHTI,Produto acabado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,CH00,Administr.contratos CH,L,False,2021-08-06 04:10:50.356760+00:00
800,P,WERB,Material publicitário,L,False,2021-08-06 04:10:50.356760+00:00
800,P,FRIP,Produtos perecíveis,L,False,2021-08-06 04:10:50.356760+00:00
800,P,ZPCT,Produto acabado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,ERSA,Peças de reposição,L,False,2021-08-06 04:10:50.356760+00:00
800,P,XLMT,Prestação de serviços,L,False,2021-08-06 04:10:50.356760+00:00
800,P,BLG,Vasilhame,L,False,2021-08-06 04:10:50.356760+00:00
800,P,HERS,Peça de fabricante,L,False,2021-08-06 04:10:50.356760+00:00
800,P,LEIH,Mat.embalagem retornável,L,False,2021-08-06 04:10:50.356760+00:00
800,P,WERT,Material valor,L,False,2021-08-06 04:10:50.356760+00:00
800,P,ZMDG,Produto acabado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,ZPKG,Embalagem,L,False,2021-08-06 04:10:50.356760+00:00
800,P,FOOD,Prod.alim.(excl.prd.per.),L,False,2021-08-06 04:10:50.356760+00:00
800,P,MPO,Obj.planej.material,L,False,2021-08-06 04:10:50.356760+00:00
800,P,ZTTP,Produto acabado,L,False,2021-08-06 04:10:50.356760+00:00
800,P,CONU,Recipiente KANBAN,L,False,2021-08-06 04:10:50.356760+00:00
800,P,INTR,Intramaterial,L,False,2021-08-06 04:10:50.356760+00:00
800,P,NOF1,Produtos não alimentícios,L,False,2021-08-06 04:10:50.356760+00:00
800,P,CBAU,Unidade compatível,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,ZPKG,Balenie,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,ROH,Surovina,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,ABF,Odpad,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,KMAT,Konfigurovateľný materiál,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,MODE,Režim (sezónne),L,False,2021-08-06 04:10:50.356760+00:00
800,Q,CBAU,Kompatibil.jedn.,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,VKHM,Pomoc.prostr.predaja,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,HALB,Polotovar,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,ZPCT,Hotový výrobok,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,HIBE,Pom./prevádz.materiál,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,PIPE,Médium - materiál,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,CONT,Kontajner KANBAN,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,FGTR,Nápoje,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,ZIEN,Služba,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,ERSA,Náhradné diely,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,HAWA,Obchodný tovar,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,DOCU,Polotovar,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,FOOD,Potraviny (excl.čerstvé),L,False,2021-08-06 04:10:50.356760+00:00
800,Q,INTR,Intramateriál,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,PROC,Proces.mater.,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,WERT,Hodnot.mat.,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,CH00,CH Správa zmlúv,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,LGUT,Vratné obaly-mat.hospod.,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,FERT,Hotový výrobok,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,NOF1,Non Food,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,PLAN,Obchod.tovar (plánovaný),L,False,2021-08-06 04:10:50.356760+00:00
800,Q,VOLL,Plné vratné obaly,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,ZHTI,Hotový výrobok,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,ZMDG,Hotový výrobok,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,MPO,Objekt plánovania mat.,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,NLAG,Neskladový materiál,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,PLM,Hotový výrobok,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,DIEN,Služba,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,VERP,Balenie,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,WETT,Konkurenčný výrobok,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,COUP,Kupón,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,FHMI,Pom.výr.prostriedky,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,UNBW,Neocenený materiál,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,FRIP,Čerstvé výrobky,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,IBAU,Konštrukčný celok údržby,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,CONU,Kontajner KANBAN,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,ZTTP,Hotový výrobok,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,HERS,Diel výrobcu,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,PROD,Skup.výrobkov,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,ZHT1,Hotový výrobok,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,EPA,Paket vybavenia,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,WERB,Reklamný prostriedok,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,LEIH,Vratné obaly,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,BLGA,Vratné obaly,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,LEER,Vratné obaly,L,False,2021-08-06 04:10:50.356760+00:00
800,Q,BLG,Vratné obaly,L,False,2021-08-06 04:10:50.356760+00:00
800,R,COMP,"Компоненты, закупленные",L,False,2021-08-06 04:10:50.356760+00:00
800,R,NOF1,Не продукты питания,L,False,2021-08-06 04:10:50.356760+00:00
800,R,MODE,Режим (сезонно),L,False,2021-08-06 04:10:50.356760+00:00
800,R,PLAN,Торговое изделие (запл.),L,False,2021-08-06 04:10:50.356760+00:00
800,R,ERSA,Запасные части,L,False,2021-08-06 04:10:50.356760+00:00
800,R,ZIEN,Услуги/работы,L,False,2021-08-06 04:10:50.356760+00:00
800,R,BLG,Тара,L,False,2021-08-06 04:10:50.356760+00:00
800,R,DIEN,Услуги/работы,L,False,2021-08-06 04:10:50.356760+00:00
800,R,HALB,Полуфабрикат,L,False,2021-08-06 04:10:50.356760+00:00
800,R,UNBW,Неоцениваемый материал,L,False,2021-08-06 04:10:50.356760+00:00
800,R,WETT,Конкурирующий продукт,L,False,2021-08-06 04:10:50.356760+00:00
800,R,ZTTP,Готовое изделие,L,False,2021-08-06 04:10:50.356760+00:00
800,R,COUP,Купон,L,False,2021-08-06 04:10:50.356760+00:00
800,R,PROD,Группа продуктов,L,False,2021-08-06 04:10:50.356760+00:00
800,R,HERS,Деталь производителя,L,False,2021-08-06 04:10:50.356760+00:00
800,R,FOOD,ПродПитания/ИсклНеконсерв,L,False,2021-08-06 04:10:50.356760+00:00
800,R,ZHTI,Готовое изделие,L,False,2021-08-06 04:10:50.356760+00:00
800,R,FGTR,Напитки,L,False,2021-08-06 04:10:50.356760+00:00
800,R,XLMT,Услуга,L,False,2021-08-06 04:10:50.356760+00:00
800,R,FERT,Готовое изделие,L,False,2021-08-06 04:10:50.356760+00:00
800,R,VOLL,Полный материал,L,False,2021-08-06 04:10:50.356760+00:00
800,R,INTR,Интраматериал,L,False,2021-08-06 04:10:50.356760+00:00
800,R,LGUT,Порожняя тара/ТоварнХоз,L,False,2021-08-06 04:10:50.356760+00:00
800,R,DOCU,Полуфабрикат,L,False,2021-08-06 04:10:50.356760+00:00
800,R,EPA,Пакет оснащения,L,False,2021-08-06 04:10:50.356760+00:00
800,R,FRIP,Неконсервиров. продукты,L,False,2021-08-06 04:10:50.356760+00:00
800,R,PIPE,Материал трубопровода,L,False,2021-08-06 04:10:50.356760+00:00
800,R,PLM,Готовое изделие,L,False,2021-08-06 04:10:50.356760+00:00
800,R,100,Покупной материал,L,False,2021-08-06 04:10:50.356760+00:00
800,R,LEER,Тара,L,False,2021-08-06 04:10:50.356760+00:00
800,R,VKHM,ВспомогСредство продажи,L,False,2021-08-06 04:10:50.356760+00:00
800,R,LEIH,Упаковка/возвратная тара,L,False,2021-08-06 04:10:50.356760+00:00
800,R,ROH,Сырье,L,False,2021-08-06 04:10:50.356760+00:00
800,R,WERT,Стоимостный материал,L,False,2021-08-06 04:10:50.356760+00:00
800,R,HIBE,Вспомог/ПроизвМтрл,L,False,2021-08-06 04:10:50.356760+00:00
800,R,ZMDG,Готовое изделие,L,False,2021-08-06 04:10:50.356760+00:00
800,R,CBAU,Узел,L,False,2021-08-06 04:10:50.356760+00:00
800,R,MPO,Объект планир. материала,L,False,2021-08-06 04:10:50.356760+00:00
800,R,1000,Собственное производство,L,False,2021-08-06 04:10:50.356760+00:00
800,R,ZPKG,Упаковка,L,False,2021-08-06 04:10:50.356760+00:00
800,R,HAWA,Торговое изделие,L,False,2021-08-06 04:10:50.356760+00:00
800,R,CH00,CH Администриров.договора,L,False,2021-08-06 04:10:50.356760+00:00
800,R,ZHT1,Готовое изделие,L,False,2021-08-06 04:10:50.356760+00:00
800,R,ZPCT,Готовое изделие,L,False,2021-08-06 04:10:50.356760+00:00
800,R,BLGA,Тара,L,False,2021-08-06 04:10:50.356760+00:00
800,R,SEMI,Полуфабрикат,L,False,2021-08-06 04:10:50.356760+00:00
800,R,YCON,КонфигурирМтр MPW,L,False,2021-08-06 04:10:50.356760+00:00
800,R,IBAU,Узел ТОРО,L,False,2021-08-06 04:10:50.356760+00:00
800,R,MSFT,Готовый продукт - образец,L,False,2021-08-06 04:10:50.356760+00:00
800,R,PROC,Материал процесса,L,False,2021-08-06 04:10:50.356760+00:00
800,R,FHMI,ВспомогПроизвСредства,L,False,2021-08-06 04:10:50.356760+00:00
800,R,KMAT,Конфигурируемый материал,L,False,2021-08-06 04:10:50.356760+00:00
800,R,ZSER,SP: работы/услуги,L,False,2021-08-06 04:10:50.356760+00:00
800,R,AEM,Торговое изделие,L,False,2021-08-06 04:10:50.356760+00:00
800,R,CONT,Контейнер Канбан,L,False,2021-08-06 04:10:50.356760+00:00
800,R,CONU,Контейнер Канбан,L,False,2021-08-06 04:10:50.356760+00:00
800,R,VERP,Упаковка,L,False,2021-08-06 04:10:50.356760+00:00
800,R,NLAG,Нескладируемый материал,L,False,2021-08-06 04:10:50.356760+00:00
800,R,200,Полуфабрикат,L,False,2021-08-06 04:10:50.356760+00:00
800,R,ABF,Отходы,L,False,2021-08-06 04:10:50.356760+00:00
800,R,WERB,Рекламные средства,L,False,2021-08-06 04:10:50.356760+00:00
800,S,ERSA,Piezas de recambio,L,False,2021-08-06 04:10:50.356760+00:00
800,S,VERP,Embalaje,L,False,2021-08-06 04:10:50.356760+00:00
800,S,HIBE,Materias aux./Combustible,L,False,2021-08-06 04:10:50.356760+00:00
800,S,BLG,Envases,L,False,2021-08-06 04:10:50.356760+00:00
800,S,DOCU,Producto semielaborado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,HAWA,Mercadería,L,False,2021-08-06 04:10:50.356760+00:00
800,S,HERS,Pieza del fabricante,L,False,2021-08-06 04:10:50.356760+00:00
800,S,NLAG,Material no de almacén,L,False,2021-08-06 04:10:50.356760+00:00
800,S,CONU,Contenedor KANBAN,L,False,2021-08-06 04:10:50.356760+00:00
800,S,FERT,Producto terminado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,CH00,CH gestión de contratos,L,False,2021-08-06 04:10:50.356760+00:00
800,S,FHMI,Medios auxiliar fabric.,L,False,2021-08-06 04:10:50.356760+00:00
800,S,200,Producto semielaborado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,COMP,Componentes comprad.adic.,L,False,2021-08-06 04:10:50.356760+00:00
800,S,FRIP,Productos perecederos,L,False,2021-08-06 04:10:50.356760+00:00
800,S,ZHTI,Producto terminado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,COUP,Cupón,L,False,2021-08-06 04:10:50.356760+00:00
800,S,IBAU,Componente mantenimiento,L,False,2021-08-06 04:10:50.356760+00:00
800,S,ZPCT,Producto terminado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,CBAU,Unidad compatible,L,False,2021-08-06 04:10:50.356760+00:00
800,S,FOOD,Comida (excl.perecederos),L,False,2021-08-06 04:10:50.356760+00:00
800,S,LEER,Envases,L,False,2021-08-06 04:10:50.356760+00:00
800,S,MSFT,Prod.terminado - muestra,L,False,2021-08-06 04:10:50.356760+00:00
800,S,ROH,Materia prima,L,False,2021-08-06 04:10:50.356760+00:00
800,S,VOLL,Material completo,L,False,2021-08-06 04:10:50.356760+00:00
800,S,MODE,Confección (de temporada),L,False,2021-08-06 04:10:50.356760+00:00
800,S,BLGA,Envases,L,False,2021-08-06 04:10:50.356760+00:00
800,S,HALB,Producto semielaborado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,LGUT,Envases: gestión mercanc.,L,False,2021-08-06 04:10:50.356760+00:00
800,S,100,Material comprado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,FGTR,Bebidas,L,False,2021-08-06 04:10:50.356760+00:00
800,S,ZMDG,Producto terminado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,CONT,Contenedor KANBAN,L,False,2021-08-06 04:10:50.356760+00:00
800,S,VKHM,Accesorios de venta,L,False,2021-08-06 04:10:50.356760+00:00
800,S,WERB,Material publicitario,L,False,2021-08-06 04:10:50.356760+00:00
800,S,ZHT1,Producto terminado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,AEM,Mercadería,L,False,2021-08-06 04:10:50.356760+00:00
800,S,EPA,Paquete de equipamiento,L,False,2021-08-06 04:10:50.356760+00:00
800,S,KMAT,Material configurable,L,False,2021-08-06 04:10:50.356760+00:00
800,S,YCON,Material configurab.MPW,L,False,2021-08-06 04:10:50.356760+00:00
800,S,PLM,Producto terminado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,1000,Fabricación propia,L,False,2021-08-06 04:10:50.356760+00:00
800,S,PROD,Grupo productos,L,False,2021-08-06 04:10:50.356760+00:00
800,S,UNBW,Material no valorado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,DIEN,Prestación de servicios,L,False,2021-08-06 04:10:50.356760+00:00
800,S,PROC,Material de proceso,L,False,2021-08-06 04:10:50.356760+00:00
800,S,LEIH,Mat.embalaje en préstamo,L,False,2021-08-06 04:10:50.356760+00:00
800,S,WERT,Material de valor,L,False,2021-08-06 04:10:50.356760+00:00
800,S,PIPE,Material pipeline,L,False,2021-08-06 04:10:50.356760+00:00
800,S,WETT,Producto de la compet.M,L,False,2021-08-06 04:10:50.356760+00:00
800,S,ZIEN,Prestación de servicios,L,False,2021-08-06 04:10:50.356760+00:00
800,S,INTR,Intramaterial,L,False,2021-08-06 04:10:50.356760+00:00
800,S,PLAN,Mercadería (planificada),L,False,2021-08-06 04:10:50.356760+00:00
800,S,SEMI,Producto semielaborado,L,False,2021-08-06 04:10:50.356760+00:00
800,S,ZSER,SP: Servicios,L,False,2021-08-06 04:10:50.356760+00:00
800,S,ABF,Residuos,L,False,2021-08-06 04:10:50.356760+00:00
800,S,MPO,Objeto planif.material,L,False,2021-08-06 04:10:50.356760+00:00
800,S,ZPKG,Embalaje,L,False,2021-08-06 04:10:50.356760+00:00
800,S,NOF1,No comida,L,False,2021-08-06 04:10:50.356760+00:00
800,S,XLMT,Prestación de servicios,L,False,2021-08-06 04:10:50.356760+00:00
800,S,ZTTP,Producto terminado,L,False,2021-08-06 04:10:50.356760+00:00
800,T,BLGA,İade edilebilir ambalaj,L,False,2021-08-06 04:10:50.356760+00:00
800,T,FRIP,Taze gıda maddeleri,L,False,2021-08-06 04:10:50.356760+00:00
800,T,HAWA,Ticari mallar,L,False,2021-08-06 04:10:50.356760+00:00
800,T,VKHM,Satış yardımcı araçları,L,False,2021-08-06 04:10:50.356760+00:00
800,T,WERB,Reklam araçları,L,False,2021-08-06 04:10:50.356760+00:00
800,T,ABF,Atık,L,False,2021-08-06 04:10:50.356760+00:00
800,T,ZPKG,Ambalaj,L,False,2021-08-06 04:10:50.356760+00:00
800,T,ZIEN,Servis,L,False,2021-08-06 04:10:50.356760+00:00
800,T,CH00,CH: Sözleşme yönetimi,L,False,2021-08-06 04:10:50.356760+00:00
800,T,LEER,İade edilebilir ambalaj,L,False,2021-08-06 04:10:50.356760+00:00
800,T,FOOD,Gıda(tazeler hariç),L,False,2021-08-06 04:10:50.356760+00:00
800,T,VOLL,Dolu İAM,L,False,2021-08-06 04:10:50.356760+00:00
800,T,DOCU,Yarı mamul,L,False,2021-08-06 04:10:50.356760+00:00
800,T,WETT,Rakip ürün,L,False,2021-08-06 04:10:50.356760+00:00
800,T,INTR,Fantom malzeme,L,False,2021-08-06 04:10:50.356760+00:00
800,T,NOF1,Gıda dışı ürünler,L,False,2021-08-06 04:10:50.356760+00:00
800,T,ZPCT,Mamul,L,False,2021-08-06 04:10:50.356760+00:00
800,T,FERT,Mamul,L,False,2021-08-06 04:10:50.356760+00:00
800,T,ZHT1,Mamul,L,False,2021-08-06 04:10:50.356760+00:00
800,T,FHMI,Üretim yardımcı araçları,L,False,2021-08-06 04:10:50.356760+00:00
800,T,PROD,Ürün grubu,L,False,2021-08-06 04:10:50.356760+00:00
800,T,DIEN,Servis,L,False,2021-08-06 04:10:50.356760+00:00
800,T,PLAN,Ticari ürün (planlanan),L,False,2021-08-06 04:10:50.356760+00:00
800,T,VERP,Ambalaj,L,False,2021-08-06 04:10:50.356760+00:00
800,T,ZHTI,Mamul,L,False,2021-08-06 04:10:50.356760+00:00
800,T,PLM,Mamul,L,False,2021-08-06 04:10:50.356760+00:00
800,T,MODE,Giyim kuşam (sezonluk),L,False,2021-08-06 04:10:50.356760+00:00
800,T,CBAU,Uyumlu birim,L,False,2021-08-06 04:10:50.356760+00:00
800,T,LEIH,İadeli ambalaj malzemesi,L,False,2021-08-06 04:10:50.356760+00:00
800,T,KMAT,Konfigürasyon malzemesi,L,False,2021-08-06 04:10:50.356760+00:00
800,T,HERS,Üretici parçası,L,False,2021-08-06 04:10:50.356760+00:00
800,T,IBAU,Bakım onarım bileşen grp.,L,False,2021-08-06 04:10:50.356760+00:00
800,T,NLAG,Depolanmayan malzeme,L,False,2021-08-06 04:10:50.356760+00:00
800,T,BLG,İade edilebilir ambalaj,L,False,2021-08-06 04:10:50.356760+00:00
800,T,PROC,Proses malzemesi,L,False,2021-08-06 04:10:50.356760+00:00
800,T,HALB,Yarı mamul,L,False,2021-08-06 04:10:50.356760+00:00
800,T,ZTTP,Mamul,L,False,2021-08-06 04:10:50.356760+00:00
800,T,CONT,KANBAN konteyner,L,False,2021-08-06 04:10:50.356760+00:00
800,T,HIBE,Yardımcı malzemeler,L,False,2021-08-06 04:10:50.356760+00:00
800,T,CONU,KANBAN konteyner,L,False,2021-08-06 04:10:50.356760+00:00
800,T,UNBW,Değerlenmemiş malzeme,L,False,2021-08-06 04:10:50.356760+00:00
800,T,EPA,Donanım paketi,L,False,2021-08-06 04:10:50.356760+00:00
800,T,LGUT,İadeli ambalaj (mğzc.),L,False,2021-08-06 04:10:50.356760+00:00
800,T,COUP,Kupon,L,False,2021-08-06 04:10:50.356760+00:00
800,T,ROH,Hammadde,L,False,2021-08-06 04:10:50.356760+00:00
800,T,WERT,Değer malzemesi,L,False,2021-08-06 04:10:50.356760+00:00
800,T,ERSA,Yedek parçalar,L,False,2021-08-06 04:10:50.356760+00:00
800,T,FGTR,İçecekler,L,False,2021-08-06 04:10:50.356760+00:00
800,T,MPO,Malzeme planlama nesnesi,L,False,2021-08-06 04:10:50.356760+00:00
800,T,PIPE,Yoldaki malzeme,L,False,2021-08-06 04:10:50.356760+00:00
800,T,ZMDG,Mamul,L,False,2021-08-06 04:10:50.356760+00:00
800,U,WERT,Arvonimike,L,False,2021-08-06 04:10:50.356760+00:00
800,U,ZIEN,Palvelu,L,False,2021-08-06 04:10:50.356760+00:00
800,U,ZMDG,Valmistuote,L,False,2021-08-06 04:10:50.356760+00:00
800,U,DIEN,Palvelu,L,False,2021-08-06 04:10:50.356760+00:00
800,U,DOCU,Puolivalmiste,L,False,2021-08-06 04:10:50.356760+00:00
800,U,FHMI,Tuotantoapuvälineet,L,False,2021-08-06 04:10:50.356760+00:00
800,U,KMAT,Konfiguroitava nimike,L,False,2021-08-06 04:10:50.356760+00:00
800,U,FOOD,Elintarv. (ei tuoretav.),L,False,2021-08-06 04:10:50.356760+00:00
800,U,LGUT,"Uud.käyttöpakkaus, IS-R",L,False,2021-08-06 04:10:50.356760+00:00
800,U,PROD,Tuoteryhmä,L,False,2021-08-06 04:10:50.356760+00:00
800,U,NOF1,Nonfood,L,False,2021-08-06 04:10:50.356760+00:00
800,U,FERT,Valmistuote,L,False,2021-08-06 04:10:50.356760+00:00
