mandt,langu,rldnr,name,operation_flag,is_deleted,recordstamp
800,U,4B,JVA: laskutuspääkirja,I,False,2021-03-31 05:00:43.587054+00:00
800,T,4B,JVA faturalama defteri,I,False,2021-03-31 05:00:43.587054+00:00
800,C,4B,JVA ledger fakturace,I,False,2021-03-31 05:00:43.587054+00:00
800,V,4B,JVA faktureringsledger,I,False,2021-03-31 05:00:43.587054+00:00
800,O,4B,RFKV avregnings-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,J,4B,JVA 請求元帳,I,False,2021-03-31 05:00:43.587054+00:00
800,M,4B,JVA 請款分類帳,I,False,2021-03-31 05:00:43.587054+00:00
800,V,4C,JVA ytterlig. standard-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,2,4C,JVA บัญชียปภ.มาตรฐานเพิ่มเติม,I,False,2021-03-31 05:00:43.587054+00:00
800,3,4C,JVA 추가표준원장,I,False,2021-03-31 05:00:43.587054+00:00
800,U,4C,JVA: vakio-PK:n lisäkirja,I,False,2021-03-31 05:00:43.587054+00:00
800,C,4C,JVA doplňk.standardní ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,O,4C,RFKV tilleggs-standard-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,P,4C,JVA ledger standard adicional,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,4C,JVA Doplnková štand.účt.kniha,I,False,2021-03-31 05:00:43.587054+00:00
800,1,4C,JVA 附加标准分类帐,I,False,2021-03-31 05:00:43.587054+00:00
800,M,4C,JVA 附加標準分類帳,I,False,2021-03-31 05:00:43.587054+00:00
800,T,4C,JVA ek standart defter,I,False,2021-03-31 05:00:43.587054+00:00
800,J,4C,JVA 追加標準元帳,I,False,2021-03-31 05:00:43.587054+00:00
800,R,4C,Доп. стандартный регистр JVA,I,False,2021-03-31 05:00:43.587054+00:00
800,K,4C,JVA yderligere standardledger,I,False,2021-03-31 05:00:43.587054+00:00
800,N,4C,JVA extra standaardledger,I,False,2021-03-31 05:00:43.587054+00:00
800,F,4C,JVA Ledger standard supplém.,I,False,2021-03-31 05:00:43.587054+00:00
800,N,4D,JVA extra facturatieledger,I,False,2021-03-31 05:00:43.587054+00:00
800,P,4D,JVA ledger fatmto.adicional,I,False,2021-03-31 05:00:43.587054+00:00
800,K,4D,JVA yderl. afregningsledger,I,False,2021-03-31 05:00:43.587054+00:00
800,J,4D,JVA 追加請求元帳,I,False,2021-03-31 05:00:43.587054+00:00
800,T,4D,JVA ek faturalama defteri,I,False,2021-03-31 05:00:43.587054+00:00
800,3,4D,JVA 추가대금청구원장,I,False,2021-03-31 05:00:43.587054+00:00
800,U,4D,JVA: laskutus-PK:n lisäkirja,I,False,2021-03-31 05:00:43.587054+00:00
800,2,4D,JVA บัญชีแยกประเภทบิลเพิ่มเติม,I,False,2021-03-31 05:00:43.587054+00:00
800,F,4D,JVA Ledger facturation suppl.,I,False,2021-03-31 05:00:43.587054+00:00
800,1,4D,JVA 附加开票分类帐,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,4D,JVA Doplnková fakt.účt.kniha,I,False,2021-03-31 05:00:43.587054+00:00
800,O,4D,RFKV tilleggs-avr.-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,C,4D,JVA doplň.ledger fakturace,I,False,2021-03-31 05:00:43.587054+00:00
800,R,4D,Доп.регистр фактурирования JVA,I,False,2021-03-31 05:00:43.587054+00:00
800,M,4D,JVA 附加請款分類帳,I,False,2021-03-31 05:00:43.587054+00:00
800,V,4D,JVA ytterl. faktureringsledger,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,4E,JVA Znížené súčty,I,False,2021-03-31 05:00:43.587054+00:00
800,N,4E,JVA totalen vermindering,I,False,2021-03-31 05:00:43.587054+00:00
800,K,4E,JVA cutback-totaler,I,False,2021-03-31 05:00:43.587054+00:00
800,V,4E,JVA cutback-summor,I,False,2021-03-31 05:00:43.587054+00:00
800,M,4E,JVA 減少總計,I,False,2021-03-31 05:00:43.587054+00:00
800,F,4E,JVA Totals compression,I,False,2021-03-31 05:00:43.587054+00:00
800,2,4E,JVA ตัดยอดผลรวม,I,False,2021-03-31 05:00:43.587054+00:00
800,P,4E,JVA totais cutback,I,False,2021-03-31 05:00:43.587054+00:00
800,J,4E,JVA 削減合計,I,False,2021-03-31 05:00:43.587054+00:00
800,O,4E,RFKV cutback-summer,I,False,2021-03-31 05:00:43.587054+00:00
800,T,4E,JVA - kesinti toplamı,I,False,2021-03-31 05:00:43.587054+00:00
800,U,4E,JVA - vähennysten kok.summat,I,False,2021-03-31 05:00:43.587054+00:00
800,1,4E,JVA 减少总计,I,False,2021-03-31 05:00:43.587054+00:00
800,3,4E,JVA 총삭감,I,False,2021-03-31 05:00:43.587054+00:00
800,C,4E,JVA Součty pro cutback,I,False,2021-03-31 05:00:43.587054+00:00
800,C,4F,JVA doplň.součty pro cut back,I,False,2021-03-31 05:00:43.587054+00:00
800,J,4F,JVA 追加削減合計,I,False,2021-03-31 05:00:43.587054+00:00
800,P,4F,JVA totais cutback adicionais,I,False,2021-03-31 05:00:43.587054+00:00
800,O,4F,RFKV tilleggs-cutback-summer,I,False,2021-03-31 05:00:43.587054+00:00
800,M,4F,JVA 附加減少總計,I,False,2021-03-31 05:00:43.587054+00:00
800,2,4F,JVA ผลรวมการดัดยอดเพิ่มเติม,I,False,2021-03-31 05:00:43.587054+00:00
800,K,4F,JVA yderligere cutback-totaler,I,False,2021-03-31 05:00:43.587054+00:00
800,N,4F,JVA extra totalen vermindering,I,False,2021-03-31 05:00:43.587054+00:00
800,F,4F,JVA Totals compressions suppl.,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,4F,JVA Dodatočné znížené súčty,I,False,2021-03-31 05:00:43.587054+00:00
800,V,4F,JVA ytterligare cutback-summor,I,False,2021-03-31 05:00:43.587054+00:00
800,3,4F,JVA 총추가삭감,I,False,2021-03-31 05:00:43.587054+00:00
800,T,4F,JVA - Ek kesinti toplamı,I,False,2021-03-31 05:00:43.587054+00:00
800,1,4F,JVA 附加减少总计,I,False,2021-03-31 05:00:43.587054+00:00
800,U,4F,JVA - lisävähenn. kok.summat,I,False,2021-03-31 05:00:43.587054+00:00
800,O,4P,PSC standard-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,U,4P,PSC - vakiopääkirja,I,False,2021-03-31 05:00:43.587054+00:00
800,V,4P,PSC standard-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,R,4P,Стандартный регистр PSC,I,False,2021-03-31 05:00:43.587054+00:00
800,3,4P,PSC 표준원장,I,False,2021-03-31 05:00:43.587054+00:00
800,C,4P,PSC standardní ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,J,4P,PSC 標準元帳,I,False,2021-03-31 05:00:43.587054+00:00
800,1,4P,PSC 标准分类帐,I,False,2021-03-31 05:00:43.587054+00:00
800,P,4P,PSC ledger standard,I,False,2021-03-31 05:00:43.587054+00:00
800,F,4P,PSC Ledger standard,I,False,2021-03-31 05:00:43.587054+00:00
800,2,4P,PSC บัญชีแยกประเภทมาตรฐาน,I,False,2021-03-31 05:00:43.587054+00:00
800,N,4P,PSC standaardledger,I,False,2021-03-31 05:00:43.587054+00:00
800,K,4P,PSC standardledger,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,4P,PSC Štandardná účt.kniha,I,False,2021-03-31 05:00:43.587054+00:00
800,T,4P,PSC standart defter,I,False,2021-03-31 05:00:43.587054+00:00
800,M,4P,PSC 標準分類帳,I,False,2021-03-31 05:00:43.587054+00:00
800,N,4Q,JVA extra standaardledger,I,False,2021-03-31 05:00:43.587054+00:00
800,P,4Q,JVA ledger standard adicional,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,4Q,JVA Doplnková štand.účt.kniha,I,False,2021-03-31 05:00:43.587054+00:00
800,M,4Q,JVA 附加標準分類帳,I,False,2021-03-31 05:00:43.587054+00:00
800,V,4Q,JVA ytterlig. standard-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,J,4Q,JVA 追加標準元帳,I,False,2021-03-31 05:00:43.587054+00:00
800,1,4Q,JVA 附加标准分类帐,I,False,2021-03-31 05:00:43.587054+00:00
800,U,4Q,JVA: vakio-PK:n lisäkirja,I,False,2021-03-31 05:00:43.587054+00:00
800,C,4Q,JVA doplňk.standardní ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,R,4Q,Доп. стандартный регистр JVA,I,False,2021-03-31 05:00:43.587054+00:00
800,T,4Q,JVA ek standart defter,I,False,2021-03-31 05:00:43.587054+00:00
800,F,4Q,JVA Ledger standard supplém.,I,False,2021-03-31 05:00:43.587054+00:00
800,2,4Q,JVA บัญชียปภ.มาตรฐานเพิ่มเติม,I,False,2021-03-31 05:00:43.587054+00:00
800,K,4Q,JVA yderligere standardledger,I,False,2021-03-31 05:00:43.587054+00:00
800,O,4Q,RFKV tilleggs-standard-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,3,4Q,JVA 추가표준원장,I,False,2021-03-31 05:00:43.587054+00:00
800,묩,7R,खुदरा लेजर,I,False,2021-03-31 05:00:43.587054+00:00
800,T,7R,Mağazacılık defteri,I,False,2021-03-31 05:00:43.587054+00:00
800,2,7R,บัญชีแยกประเภทค้าปลีก,I,False,2021-03-31 05:00:43.587054+00:00
800,H,7R,Retail-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,P,7R,Ledger de retail,I,False,2021-03-31 05:00:43.587054+00:00
800,5,7R,Knjiga maloprodaje,I,False,2021-03-31 05:00:43.587054+00:00
800,K,7R,Retail-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,d,7R,Knjiga maloprodaje,I,False,2021-03-31 05:00:43.587054+00:00
800,L,7R,Księga handlowa,I,False,2021-03-31 05:00:43.587054+00:00
800,I,7R,Retail Ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,N,7R,Retailledger,I,False,2021-03-31 05:00:43.587054+00:00
800,G,7R,Λογιστική Λιανικής Πώλησης,I,False,2021-03-31 05:00:43.587054+00:00
800,F,7R,Retail Ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,U,7R,Vähittäiskauppa - pääkirja,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,7R,Retail - účtovná kniha,I,False,2021-03-31 05:00:43.587054+00:00
800,A,7R,دفتر أستاذ البيع بالتجزئة,I,False,2021-03-31 05:00:43.587054+00:00
800,3,7R,소매 원장,I,False,2021-03-31 05:00:43.587054+00:00
800,6,7R,Knjiga maloprodaje,I,False,2021-03-31 05:00:43.587054+00:00
800,S,7R,Retail Ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,V,7R,Retail-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,R,7R,Торговый регистр,I,False,2021-03-31 05:00:43.587054+00:00
800,4,7R,Registru retail,I,False,2021-03-31 05:00:43.587054+00:00
800,1,7R,零售分类帐,I,False,2021-03-31 05:00:43.587054+00:00
800,Z,7R,Retail Ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,M,7R,零售分類帳,I,False,2021-03-31 05:00:43.587054+00:00
800,C,7R,Retail Ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,D,7R,Retail Ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,O,7R,Detaljhandels-ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,E,7R,Retail Ledger,I,False,2021-03-31 05:00:43.587054+00:00
800,B,7R,ספר חשבון קמעונאות,I,False,2021-03-31 05:00:43.587054+00:00
800,W,7R,Журнал търговия на дребно,I,False,2021-03-31 05:00:43.587054+00:00
800,J,7R,小売元帳,I,False,2021-03-31 05:00:43.587054+00:00
800,d,8A,Računovodstvo profitnog centra,I,False,2021-03-31 05:00:43.587054+00:00
800,R,8A,Учет по МВП,I,False,2021-03-31 05:00:43.587054+00:00
800,H,8A,Profit-center-számítás,I,False,2021-03-31 05:00:43.587054+00:00
800,C,8A,Účetnictví profit center,I,False,2021-03-31 05:00:43.587054+00:00
800,2,8A,การบัญชีศูนย์กำไร,I,False,2021-03-31 05:00:43.587054+00:00
800,T,8A,Kâr merkezi muhasebesi,I,False,2021-03-31 05:00:43.587054+00:00
800,4,8A,Contabilitate centru profit,I,False,2021-03-31 05:00:43.587054+00:00
800,Z,8A,Profit center accounting,I,False,2021-03-31 05:00:43.587054+00:00
800,O,8A,Profit center-regnskap,I,False,2021-03-31 05:00:43.587054+00:00
800,5,8A,Računov.profit.centra,I,False,2021-03-31 05:00:43.587054+00:00
800,I,8A,Contabilità profit center,I,False,2021-03-31 05:00:43.587054+00:00
800,V,8A,Resultatenhetsanalys,I,False,2021-03-31 05:00:43.587054+00:00
800,E,8A,Profit Center Accounting,I,False,2021-03-31 05:00:43.587054+00:00
800,F,8A,Comptabilité centres de profit,I,False,2021-03-31 05:00:43.587054+00:00
800,3,8A,손익 센터 회계,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,8A,Účtovn.zisk.strediska,I,False,2021-03-31 05:00:43.587054+00:00
800,P,8A,Contabilidade centro lucro,I,False,2021-03-31 05:00:43.587054+00:00
800,K,8A,Profitcenterregnskab,I,False,2021-03-31 05:00:43.587054+00:00
800,묩,8A,लाभ केंद्र लेखांकन,I,False,2021-03-31 05:00:43.587054+00:00
800,6,8A,Računovodstvo profitnog centra,I,False,2021-03-31 05:00:43.587054+00:00
800,W,8A,Счетоводство по прих. центрове,I,False,2021-03-31 05:00:43.587054+00:00
800,M,8A,利潤中心會計,I,False,2021-03-31 05:00:43.587054+00:00
800,N,8A,Profit-centeradministratie,I,False,2021-03-31 05:00:43.587054+00:00
800,S,8A,Contabilidad CeBe,I,False,2021-03-31 05:00:43.587054+00:00
800,G,8A,Λογιστική Κέντρου Κέρδους,I,False,2021-03-31 05:00:43.587054+00:00
800,B,8A,חשבונאות מרכז רווח,I,False,2021-03-31 05:00:43.587054+00:00
800,1,8A,利润中心会计,I,False,2021-03-31 05:00:43.587054+00:00
800,J,8A,利益センタ会計,I,False,2021-03-31 05:00:43.587054+00:00
800,L,8A,Rachunek centrów zysku,I,False,2021-03-31 05:00:43.587054+00:00
800,A,8A,محاسبة مركز الربح,I,False,2021-03-31 05:00:43.587054+00:00
800,U,8A,Tulosyksikkölaskenta,I,False,2021-03-31 05:00:43.587054+00:00
800,D,8A,Profit-Center-Rechnung,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,8C,Rollup zisk.strediska,I,False,2021-03-31 05:00:43.587054+00:00
800,Z,8C,Rollup profit center,I,False,2021-03-31 05:00:43.587054+00:00
800,6,8C,Rollup profitnog centra,I,False,2021-03-31 05:00:43.587054+00:00
800,O,8C,Rollup profit center,I,False,2021-03-31 05:00:43.587054+00:00
800,N,8C,Rollup profit center,I,False,2021-03-31 05:00:43.587054+00:00
800,K,8C,Rollup profitcenter,I,False,2021-03-31 05:00:43.587054+00:00
800,묩,8C,रोलअप लाभ केंद्र,I,False,2021-03-31 05:00:43.587054+00:00
800,L,8C,Rolowanie centrów zysku,I,False,2021-03-31 05:00:43.587054+00:00
800,3,8C,손익센터롤업,I,False,2021-03-31 05:00:43.587054+00:00
800,B,8C,סיכום מרכז רווח,I,False,2021-03-31 05:00:43.587054+00:00
800,F,8C,Rollup ctre profit,I,False,2021-03-31 05:00:43.587054+00:00
800,1,8C,累计利润中心,I,False,2021-03-31 05:00:43.587054+00:00
800,D,8C,Rollup Profit Center,I,False,2021-03-31 05:00:43.587054+00:00
800,W,8C,Сведение/приходен център,I,False,2021-03-31 05:00:43.587054+00:00
800,U,8C,Tulosyksikön summaus,I,False,2021-03-31 05:00:43.587054+00:00
800,M,8C,累加利潤中心,I,False,2021-03-31 05:00:43.587054+00:00
800,I,8C,Rollup profit center,I,False,2021-03-31 05:00:43.587054+00:00
800,4,8C,Rulare centru de profit,I,False,2021-03-31 05:00:43.587054+00:00
800,d,8C,Profitni centar prolongiranja,I,False,2021-03-31 05:00:43.587054+00:00
800,A,8C,مركز ربح الأدوار,I,False,2021-03-31 05:00:43.587054+00:00
800,J,8C,利益センタロールアップ,I,False,2021-03-31 05:00:43.587054+00:00
800,E,8C,Rollup Profit Center,I,False,2021-03-31 05:00:43.587054+00:00
800,H,8C,Rollup profit center,I,False,2021-03-31 05:00:43.587054+00:00
800,S,8C,Rollup centro benef.,I,False,2021-03-31 05:00:43.587054+00:00
800,2,8C,สรุปยอดศูนย์กำไร,I,False,2021-03-31 05:00:43.587054+00:00
800,P,8C,Rollup centro lucro,I,False,2021-03-31 05:00:43.587054+00:00
800,T,8C,Kâr mkz.özetlemesi,I,False,2021-03-31 05:00:43.587054+00:00
800,R,8C,Сведение / МВП,I,False,2021-03-31 05:00:43.587054+00:00
800,C,8C,Roll-up prof.-centr.,I,False,2021-03-31 05:00:43.587054+00:00
800,V,8C,Rollup resultatenhet,I,False,2021-03-31 05:00:43.587054+00:00
800,5,8C,Rollup profitni center,I,False,2021-03-31 05:00:43.587054+00:00
800,G,8C,Rollup για Κέντρο Κέρδους,I,False,2021-03-31 05:00:43.587054+00:00
800,K,8E, Eksportledger til 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,S,8E, Ledger de export para 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,N,8E, Exportledger voor 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,V,8E, Export -ledger för 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,M,8E,匯出 8A 分類帳,I,False,2021-03-31 05:00:43.587054+00:00
800,L,8E, Księga-eksport dla 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,B,8E,יצוא ספר חשבונות עבור 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,4,8E,Registru export pt. 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,1,8E,输出8A分类帐,I,False,2021-03-31 05:00:43.587054+00:00
800,I,8E, Ledger di esport. per 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,3,8E,8A 엑스포트 원장,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,8E, Export - účt.kniha pre 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,A,8E,دفتر أستاذ الصادر لـ 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,5,8E, Izvoz - knjiga za 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,R,8E, Регистр экспорта для 8А,I,False,2021-03-31 05:00:43.587054+00:00
800,F,8E, Ledger export. pour 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,J,8E,8A のエクスポート元帳,I,False,2021-03-31 05:00:43.587054+00:00
800,T,8E, 8A için ihracat defteri,I,False,2021-03-31 05:00:43.587054+00:00
800,O,8E, Eksport-ledger for 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,Z,8E,Export ledger for 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,묩,8E,8A हेतु निर्यात लेजर,I,False,2021-03-31 05:00:43.587054+00:00
800,D,8E, Export -Ledger für 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,2,8E,แยกประเภทส่งออกสำหรับ 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,C,8E, Ledger exportu pro 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,P,8E, Ledger exportação para 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,U,8E, Siirtopääkirja - 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,E,8E,Export Ledger for 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,G,8E,Εξαγ.Καθολικού για 8Α,I,False,2021-03-31 05:00:43.587054+00:00
800,W,8E,Журнал на експорт за 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,d,8E,Knjiga izvoza za 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,6,8E,Eksportna knjiga za 8A,I,False,2021-03-31 05:00:43.587054+00:00
800,H,8E,Export ledger 8A számára,I,False,2021-03-31 05:00:43.587054+00:00
800,4,90,Gestiune subvenţii,I,False,2021-03-31 05:00:43.587054+00:00
800,6,90,Upravljanja odobrenjima,I,False,2021-03-31 05:00:43.587054+00:00
800,W,90,Управление на субсидии,I,False,2021-03-31 05:00:43.587054+00:00
800,J,90,補助金管理,I,False,2021-03-31 05:00:43.587054+00:00
800,R,90,Управление грантами,I,False,2021-03-31 05:00:43.587054+00:00
800,U,90,Tukien hallinta,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,90,Manažment grantov,I,False,2021-03-31 05:00:43.587054+00:00
800,S,90,Gestión de subvenciones,I,False,2021-03-31 05:00:43.587054+00:00
800,d,90,Upravljanje grantovima,I,False,2021-03-31 05:00:43.587054+00:00
800,T,90,Ödenek yönetimi,I,False,2021-03-31 05:00:43.587054+00:00
800,B,90,ניהול מענקים,I,False,2021-03-31 05:00:43.587054+00:00
800,G,90,Διαχείριση Επιχορηγήσεων,I,False,2021-03-31 05:00:43.587054+00:00
800,1,90,补贴管理,I,False,2021-03-31 05:00:43.587054+00:00
800,A,90,إدارة المِنح,I,False,2021-03-31 05:00:43.587054+00:00
800,P,90,Admin.subídios públicos,I,False,2021-03-31 05:00:43.587054+00:00
800,F,90,Gestion des subventions,I,False,2021-03-31 05:00:43.587054+00:00
800,M,90,贊助金管理,I,False,2021-03-31 05:00:43.587054+00:00
800,L,90,Zarządzanie dotacjami,I,False,2021-03-31 05:00:43.587054+00:00
800,I,90,Grant Management,I,False,2021-03-31 05:00:43.587054+00:00
800,V,90,Bidragsförvaltning,I,False,2021-03-31 05:00:43.587054+00:00
800,묩,90,अनुदान प्रबंधन,I,False,2021-03-31 05:00:43.587054+00:00
800,3,90,보조금 관리,I,False,2021-03-31 05:00:43.587054+00:00
800,V,9A,Budgetstyrning betaln.budget,I,False,2021-03-31 05:00:43.587054+00:00
800,F,9A,Budget de paiement CB,I,False,2021-03-31 05:00:43.587054+00:00
800,U,9A,Maksubudjetti - määrärahalask.,I,False,2021-03-31 05:00:43.587054+00:00
800,E,9A,Funds Management Payment Bdgt,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,9A,Rozpočet platieb riad.rozpočtu,I,False,2021-03-31 05:00:43.587054+00:00
800,L,9A,Budżet płatności Rach.budżet.,I,False,2021-03-31 05:00:43.587054+00:00
800,묩,9A,निधि प्रबंधन भुगतान बजट,I,False,2021-03-31 05:00:43.587054+00:00
800,H,9A,Fiz. költségkeret KVM,I,False,2021-03-31 05:00:43.587054+00:00
800,C,9A,Rozp.plateb - říz.rozpočtu,I,False,2021-03-31 05:00:43.587054+00:00
800,D,9A,Zahlungsbudget Haushaltsmgm.,I,False,2021-03-31 05:00:43.587054+00:00
800,B,9A,תקציב תשלום ניהול קרנות,I,False,2021-03-31 05:00:43.587054+00:00
800,d,9A,Budžet plać.za upravlj.fondov.,I,False,2021-03-31 05:00:43.587054+00:00
800,N,9A,Betalingenbudget begr.mngm.,I,False,2021-03-31 05:00:43.587054+00:00
800,Z,9A,Funds Management payment bdgt,I,False,2021-03-31 05:00:43.587054+00:00
800,P,9A,Orçamento pgto.administr.orç.,I,False,2021-03-31 05:00:43.587054+00:00
800,6,9A,Proračun plać.za uprav.sredst.,I,False,2021-03-31 05:00:43.587054+00:00
800,W,9A,Платеж.бюджет/упр.на средства,I,False,2021-03-31 05:00:43.587054+00:00
800,1,9A,基金管理支付预算,I,False,2021-03-31 05:00:43.587054+00:00
800,M,9A,基金管理付款預算,I,False,2021-03-31 05:00:43.587054+00:00
800,O,9A,Betalingsbev. disp.regnskap,I,False,2021-03-31 05:00:43.587054+00:00
800,T,9A,Bütçe yönetimi ödemeler btç.,I,False,2021-03-31 05:00:43.587054+00:00
800,5,9A,Prorač.plačil upravlj.prorač.,I,False,2021-03-31 05:00:43.587054+00:00
800,3,9A,펀드관리 지급예산,I,False,2021-03-31 05:00:43.587054+00:00
800,I,9A,Budget pagamenti gest. fondi,I,False,2021-03-31 05:00:43.587054+00:00
800,J,9A,予算管理 支払予算,I,False,2021-03-31 05:00:43.587054+00:00
800,K,9A,Betalingsbudget BS,I,False,2021-03-31 05:00:43.587054+00:00
800,2,9A,งบประมาณจ่ายการจัดการกองทุน,I,False,2021-03-31 05:00:43.587054+00:00
800,A,9A,موازنة دفع إدارة الأموال,I,False,2021-03-31 05:00:43.587054+00:00
800,4,9A,Adminstr.fonduri buget plată,I,False,2021-03-31 05:00:43.587054+00:00
800,S,9A,Presup.control presupuestario,I,False,2021-03-31 05:00:43.587054+00:00
800,R,9A,Платежный бюджет УБ,I,False,2021-03-31 05:00:43.587054+00:00
800,G,9A,Διαχ.Κεφαλ.για Προϋπ.Πληρωμών,I,False,2021-03-31 05:00:43.587054+00:00
800,N,9B,Verplicht.budg.begrotingsmngm.,I,False,2021-03-31 05:00:43.587054+00:00
800,F,9B,Budget d'engagement CB,I,False,2021-03-31 05:00:43.587054+00:00
800,S,9B,Presup.comprom.ctrl.presup.,I,False,2021-03-31 05:00:43.587054+00:00
800,Z,9B,Funds Management commit. bdgt,I,False,2021-03-31 05:00:43.587054+00:00
800,O,9B,Forplikt.bud. disp.regnskap,I,False,2021-03-31 05:00:43.587054+00:00
800,E,9B,Funds Management Commit.Budget,I,False,2021-03-31 05:00:43.587054+00:00
800,P,9B,Orç.obrigações administr.orç.,I,False,2021-03-31 05:00:43.587054+00:00
800,2,9B,งบประมาณผูกพันการจัดการเงินทุน,I,False,2021-03-31 05:00:43.587054+00:00
800,H,9B,Köt. költségkeret KVM,I,False,2021-03-31 05:00:43.587054+00:00
800,U,9B,Sitoumusbudjetti - määrärahal.,I,False,2021-03-31 05:00:43.587054+00:00
800,d,9B,Finans.budžet upravlj.fond.,I,False,2021-03-31 05:00:43.587054+00:00
800,Q,9B,Rozpočet záväzk.riad.rozpočtu,I,False,2021-03-31 05:00:43.587054+00:00
800,G,9B,Διαχείρ.Κεφαλ.Προϋπολ.Δέσμευσ.,I,False,2021-03-31 05:00:43.587054+00:00
800,4,9B,Buget angajament gest.fonduri,I,False,2021-03-31 05:00:43.587054+00:00
800,D,9B,Verpflichtungsb.Haushaltsmgm.,I,False,2021-03-31 05:00:43.587054+00:00
800,R,9B,Бюджет обязательств УБ,I,False,2021-03-31 05:00:43.587054+00:00
800,묩,9B,निधि प्रबंधन प्रतिबद्धता बजट,I,False,2021-03-31 05:00:43.587054+00:00
800,K,9B,Forpligt.bev. bevill.styring,I,False,2021-03-31 05:00:43.587054+00:00
800,J,9B,予算管理 支出予算,I,False,2021-03-31 05:00:43.587054+00:00
800,V,9B,Budgetstyrning åtagandebudget,I,False,2021-03-31 05:00:43.587054+00:00
800,W,9B,Бюджет задълж./управл.средства,I,False,2021-03-31 05:00:43.587054+00:00
800,B,9B,תקציב התחייבות לניהול קרנות,I,False,2021-03-31 05:00:43.587054+00:00
800,3,9B,자금 관리 약정 예산,I,False,2021-03-31 05:00:43.587054+00:00
800,L,9B,Budżet zobowiązań Rach.budżet.,I,False,2021-03-31 05:00:43.587054+00:00
800,T,9B,Bütçe yönetimi yükümlülük btç.,I,False,2021-03-31 05:00:43.587054+00:00
800,6,9B,Financ.proračun za uprav.pror.,I,False,2021-03-31 05:00:43.587054+00:00
800,C,9B,Rozp.závazků - říz.rozpočtu,I,False,2021-03-31 05:00:43.587054+00:00
800,A,9B,ميزانية إلتزام إدارة التمويل,I,False,2021-03-31 05:00:43.587054+00:00
800,5,9B,Prorač.obvez. upravlj.prorač.,I,False,2021-03-31 05:00:43.587054+00:00
800,1,9B,资金管理承诺预算,I,False,2021-03-31 05:00:43.587054+00:00
800,I,9B,Budget p/vincoli gest. fondi,I,False,2021-03-31 05:00:43.587054+00:00
800,M,9B,基金管理承約預算,I,False,2021-03-31 05:00:43.587054+00:00
800,W,9C,Контролинг/управл.на средст,I,False,2021-03-31 05:00:43.587054+00:00
800,1,9C,基金管理控制,I,False,2021-03-31 05:00:43.587054+00:00
